id,geom,Unemployment Rate,Employment Rate,Family Identity Card,Death Rate,Migration,Registered Residents,Health Facilities,Mortality,Water Access,Internet Access,Electricity Access,Income per Capita,Population,Birth Rate,Households,School Enrollment,People Density,Average Age,Vehicle Ownership,Literacy Rate
4317,POINT (135.883398 -3.010182),56.24,76.78,793034,3.7,7.22,349192,637743,97.09,50.18,47.12,56.43,10179995,105140,28.88,335001,10.31,10646,51,3,80.84
4318,POINT (135.168176 -4.385219),7.13,47.0,644567,77.34,64.2,387543,383537,28.45,53.71,83.01,18.41,5784119,368157,36.24,472979,20.34,13499,73,0,62.37
4319,POINT (97.535775 1.294735),89.95,34.03,992468,83.57,41.46,592640,320402,93.91,4.02,24.49,75.38,6297912,874910,27.47,316576,14.75,17730,71,0,83.43
4320,POINT (99.994035 0.101024),24.41,55.22,518376,3.17,1.61,502476,38845,34.83,90.68,61.27,98.96,7472855,267947,88.28,674697,63.53,19041,62,5,80.19
4321,POINT (104.063651 -1.144521),52.37,8.04,515068,83.6,18.75,75051,593971,69.87,95.66,97.01,60.6,6693190,862714,91.0,295241,13.64,24343,47,0,26.89
4322,POINT (111.457425 0.775251),32.36,46.36,25355,81.04,15.66,436606,154407,11.44,59.92,79.36,39.07,8150270,359932,56.27,406239,3.1,2555,67,3,92.09
4323,POINT (137.342658 -3.003397),51.7,67.04,998748,9.5,48.69,341463,271969,59.35,14.57,16.79,46.4,2499304,495800,10.98,421609,42.25,18265,47,5,27.61
4324,POINT (128.567780 -3.240656),86.2,78.81,663239,75.05,21.87,732879,461134,82.61,59.54,79.18,79.35,6775571,592525,58.85,243347,56.65,12146,22,1,46.2
4325,POINT (111.451435 -2.094944),53.11,82.19,724728,53.02,1.48,878644,204249,67.41,5.55,96.52,73.1,12989401,997794,99.67,290136,3.61,10208,30,4,99.17
4326,POINT (101.520800 -2.460986),63.18,95.79,827380,17.58,18.67,957978,156389,14.02,81.38,82.62,54.32,14885288,741846,78.17,23874,5.05,3948,58,5,77.61
4327,POINT (109.722223 -7.015979),1.02,2.66,691246,40.94,33.44,866068,608884,30.54,31.83,18.41,80.42,8022246,553764,3.66,364161,42.88,14964,35,1,4.01
4328,POINT (111.360863 -2.178000),79.93,99.07,996791,44.15,0.29,487942,962685,90.44,35.5,46.79,1.69,11323587,236210,9.45,29879,48.46,13945,55,3,91.6
4329,POINT (102.222704 -0.528992),16.55,29.75,858636,74.48,71.27,500693,683801,35.26,24.86,44.15,87.49,13978394,46089,13.78,716116,50.38,12440,30,4,65.36
4330,POINT (138.740426 -6.175999),9.52,33.06,323442,22.81,83.49,369634,113830,82.08,57.62,82.65,34.38,8997975,392221,11.55,68715,91.63,10788,64,4,2.64
4331,POINT (119.902603 -4.917100),6.81,70.0,99533,3.84,63.36,371590,232878,27.1,78.23,29.85,54.6,7564859,120325,66.8,14670,11.15,5865,71,5,42.43
4332,POINT (105.755651 -5.545542),57.88,7.51,26290,47.29,40.49,45623,212190,47.89,98.93,14.7,26.94,9035615,967853,10.67,950559,50.28,9576,31,4,11.69
4333,POINT (138.680195 -4.646631),61.52,32.66,422667,93.49,63.54,474100,243522,27.51,68.74,37.32,20.06,6274051,37718,53.28,25450,94.79,20828,44,5,41.24
4334,POINT (117.278904 -8.439019),76.24,97.55,69540,37.44,75.04,125416,454517,79.44,11.14,99.82,99.77,5144822,166447,74.04,883178,68.46,1335,22,5,65.4
4335,POINT (106.703510 -7.413673),93.7,39.58,540187,17.91,72.42,953337,529158,47.38,40.32,29.85,1.24,8505726,434918,40.78,427950,80.97,9293,77,2,83.7
4336,POINT (139.656982 -7.239050),66.13,50.12,89310,44.09,19.58,274033,968010,29.15,90.81,28.0,74.31,14915680,662742,1.29,720681,94.88,11800,75,1,9.68
4337,POINT (110.509845 -1.918126),34.68,58.55,283426,94.23,97.73,914534,940834,33.13,25.37,29.7,31.51,5586772,678459,67.53,791067,42.59,5593,65,1,87.37
4338,POINT (113.607242 0.776355),68.3,75.14,30646,53.2,50.57,663806,7389,9.16,59.84,92.48,56.23,11029621,768146,22.73,271693,90.33,16982,49,1,62.5
4339,POINT (138.951682 -3.772680),0.74,1.97,613487,31.8,53.83,893987,564900,87.92,94.1,62.03,13.36,1417032,970695,31.25,432202,12.73,22622,30,4,91.78
4340,POINT (103.095987 -4.440727),37.1,56.27,727597,77.17,98.84,439955,205075,64.59,5.22,12.53,37.89,12399440,574619,29.49,176085,93.55,8647,63,4,79.89
4341,POINT (113.802505 -8.313055),90.94,53.47,116140,14.17,49.82,991675,799085,14.9,30.37,78.66,5.19,9844242,578656,58.49,816001,80.39,18774,39,0,91.18
4342,POINT (113.230108 -2.212399),29.88,31.82,801745,68.7,64.63,689057,611022,80.39,19.41,35.16,14.9,9243847,71221,85.53,618485,24.16,7779,36,4,59.41
4343,POINT (139.596884 -4.647144),40.19,76.88,560915,92.04,26.35,201925,417827,34.45,14.08,23.66,13.97,10624141,451366,62.61,344372,86.14,5154,32,5,14.13
4344,POINT (106.414891 -6.476664),22.35,46.11,794144,45.99,38.74,977035,196486,43.17,30.28,5.73,21.32,6677957,100410,15.53,465456,49.19,10740,72,2,11.49
4345,POINT (99.777010 0.777166),30.15,20.96,312957,72.1,21.48,72425,736289,64.78,17.97,96.06,43.18,8193397,235179,52.42,410130,38.3,19087,39,0,89.04
4346,POINT (109.453929 -0.382218),13.34,1.27,337868,64.63,55.11,576627,248199,22.03,27.14,97.19,29.39,4182534,997050,27.45,307680,31.02,7363,34,0,82.47
4347,POINT (134.034808 -3.766621),68.35,69.66,439943,73.93,9.14,149140,838373,5.17,58.09,83.62,55.92,3268016,109910,39.68,985035,13.87,16623,34,4,87.23
4348,POINT (96.515228 4.032237),89.28,33.47,382878,37.74,61.74,55480,45761,44.42,96.89,97.45,32.88,13371350,204431,83.87,489386,6.82,12063,58,5,38.99
4349,POINT (138.120500 -3.050069),59.02,46.28,350508,80.75,94.28,901932,919105,14.79,59.15,34.47,54.54,1375649,232656,42.64,665305,99.54,12027,51,4,19.57
4350,POINT (137.377462 -4.180254),42.42,35.43,934880,2.9,23.29,373292,282280,3.76,81.14,1.2,47.94,10838470,977782,49.59,773404,94.3,8539,48,2,3.4
4351,POINT (101.592162 0.907300),3.32,41.78,722408,1.6,30.35,640271,40539,95.42,30.08,56.95,9.65,4124643,652698,47.22,409877,77.71,20811,40,0,61.63
4352,POINT (115.519120 0.780314),82.03,71.49,381173,76.06,61.12,848872,223615,6.26,59.91,90.6,80.35,6326817,528228,55.04,632014,4.98,8991,28,5,47.75
4353,POINT (113.764691 -3.037947),37.74,52.71,244609,18.27,11.12,52989,490510,97.59,9.87,92.94,43.19,1134653,71540,14.43,319474,48.03,7168,53,2,0.65
4354,POINT (112.521059 -7.217555),72.24,6.18,29047,29.41,28.53,634636,10474,39.1,39.17,92.78,61.73,12301823,589430,72.34,539013,29.43,3529,74,4,25.51
4355,POINT (97.194104 4.971393),90.63,23.06,542635,41.31,74.06,928372,60982,87.4,95.62,25.3,95.84,10516818,917335,80.07,790899,92.11,10947,53,0,98.94
4356,POINT (109.898647 -7.021359),48.09,62.48,147718,26.07,67.11,250470,864044,10.35,91.97,49.33,97.11,3079831,378724,83.05,445276,73.5,23005,46,2,7.61
4357,POINT (105.789145 -3.033563),96.2,39.09,882993,61.12,10.82,925123,735586,1.51,43.06,52.52,60.39,12281932,985494,9.98,245587,19.01,8149,79,2,64.94
4358,POINT (105.172392 -5.052047),43.35,19.21,544726,62.1,35.08,143394,612560,51.78,86.9,22.57,60.76,1832369,438432,71.41,258272,16.79,7310,40,5,93.94
4359,POINT (114.685003 -1.257432),87.78,69.38,97839,66.46,4.01,600857,742621,50.22,5.95,31.89,24.37,11821613,87233,43.63,418628,58.7,10904,61,0,83.5
4360,POINT (113.464256 -7.811105),65.74,94.69,172288,9.8,32.22,809056,27321,97.44,97.15,38.57,89.38,12382838,601068,82.92,161549,38.33,9350,69,2,86.85
4361,POINT (140.686727 -3.489201),65.07,63.49,150339,75.45,37.12,876656,524488,71.22,69.47,17.42,63.28,2472393,273259,58.98,427726,26.77,24241,71,3,49.03
4362,POINT (119.029057 -8.638877),18.57,93.15,794196,0.97,23.27,518477,240572,41.9,62.25,67.96,29.26,6617359,891669,9.73,559431,64.5,1498,22,2,8.34
4363,POINT (104.453660 -4.250378),45.36,63.1,289441,32.68,7.43,294864,778019,3.15,82.09,6.66,8.7,3271390,966714,30.71,66343,26.29,18640,64,4,93.98
4364,POINT (107.786483 -7.099783),37.34,61.42,583293,12.5,6.42,983628,659442,41.33,21.75,18.31,22.82,1318964,538242,38.39,169526,94.55,10568,56,0,27.4
4365,POINT (116.013060 -8.798140),95.41,51.01,354771,3.46,59.19,280950,219481,70.11,81.36,2.88,38.91,14375861,767106,28.01,552342,69.91,12301,64,5,15.94
4366,POINT (105.082643 -4.799913),20.86,60.73,831780,81.03,78.08,591105,74616,45.37,54.66,66.7,18.21,10248886,383937,64.88,545465,94.3,11929,70,3,94.76
4367,POINT (122.726902 -8.583050),45.9,13.9,383742,40.97,3.8,884912,446112,72.24,98.61,40.48,97.1,2478106,312953,76.48,737988,67.91,2211,23,1,88.36
4368,POINT (105.958743 -6.394350),69.21,95.57,759238,3.52,61.72,119677,893217,34.86,66.28,60.75,48.29,9974336,231896,83.25,680752,60.69,21603,21,2,27.42
4369,POINT (106.256921 -6.004384),42.0,54.65,416457,79.15,99.04,968755,724975,99.47,59.56,52.44,9.65,5138405,633329,87.8,74072,62.67,4929,67,4,5.87
4370,POINT (137.579805 -3.462277),20.02,39.73,522683,94.88,95.69,391972,1057,60.08,99.45,36.74,28.03,14096304,304083,43.87,180317,11.56,7902,21,4,68.15
4371,POINT (113.808173 -1.861023),49.98,73.8,930647,73.36,13.26,812662,698178,72.72,50.71,52.58,73.28,1083391,540648,45.29,333104,62.96,11910,44,4,90.6
4372,POINT (130.266865 -3.307252),22.34,93.91,13840,31.66,49.63,387548,665610,50.75,12.17,44.57,83.41,4183144,806652,20.04,840187,95.29,4805,27,2,53.75
4373,POINT (111.473485 -0.489153),66.15,0.87,826204,1.53,48.8,382928,563963,37.39,69.24,93.62,46.66,9742653,852221,32.39,925448,53.81,10294,28,3,33.82
4374,POINT (127.887818 1.368774),18.3,59.26,517699,76.07,53.59,706105,579776,3.62,93.83,11.73,20.11,10044929,531922,11.75,219989,20.48,4745,26,0,0.8
4375,POINT (103.577453 -0.253402),69.58,73.9,680991,21.85,89.3,978399,501050,10.1,54.7,40.14,31.64,4714792,700313,31.03,447322,31.83,22822,73,1,83.81
4376,POINT (107.048171 -6.135582),27.65,12.49,389910,94.0,25.98,742465,486395,31.9,60.94,11.77,29.55,6600529,511532,82.39,85259,40.85,14067,45,5,8.92
4377,POINT (102.956360 0.563596),63.91,57.59,900734,80.06,13.31,150514,767621,95.44,6.05,18.91,32.91,12938436,319305,29.31,439047,11.61,2988,22,1,14.42
4378,POINT (124.779400 -9.606492),88.39,81.15,71532,36.2,57.87,889771,256754,67.52,33.42,3.23,90.05,3208739,577634,64.3,551203,5.47,3791,47,0,56.95
4379,POINT (116.097186 0.035006),23.97,37.96,232815,54.26,14.26,748950,333498,39.14,37.87,76.1,87.68,6967362,147849,77.78,430556,46.9,16399,45,1,74.94
4380,POINT (98.587201 2.384113),63.56,29.87,894346,71.36,94.18,96357,126422,75.92,30.49,31.39,70.31,9144237,996328,12.52,134150,70.44,16305,28,4,88.42
4381,POINT (115.832890 -2.512174),39.79,87.78,856069,65.1,86.44,957061,612184,10.43,72.12,25.83,32.05,4364280,306356,46.83,718662,94.91,16261,21,4,87.75
4382,POINT (133.303725 -1.515874),22.47,79.52,225096,9.07,42.41,529792,790448,51.16,77.39,93.39,91.74,13735794,200473,61.59,895143,86.2,9608,70,0,82.62
4383,POINT (119.955943 -8.514397),64.11,69.27,882468,48.4,69.81,600373,331959,9.9,64.06,15.17,29.52,9059515,232787,46.38,498586,95.43,12719,76,2,68.47
4384,POINT (115.465259 -3.703579),36.19,23.16,660819,34.69,37.98,16299,938915,94.28,68.33,77.51,90.25,12920078,516680,95.79,499014,63.47,9116,39,0,56.72
4385,POINT (131.223838 -1.362384),77.43,89.53,401734,51.21,94.23,213664,574933,68.67,67.0,60.85,45.54,12360799,211535,73.49,902781,1.91,22983,31,0,46.95
4386,POINT (139.471937 -3.879021),73.87,41.26,489769,4.61,29.51,732099,458218,93.68,90.87,67.61,27.38,8237806,386945,10.1,64992,31.99,5044,72,5,5.59
4387,POINT (122.258554 0.631446),73.64,46.96,824013,93.43,81.96,940682,988154,52.03,5.27,96.86,93.76,4934224,266220,6.48,102668,70.53,24867,54,4,33.94
4388,POINT (104.570354 -4.706215),2.85,29.82,389836,22.79,43.04,560125,333112,56.9,94.73,58.23,65.32,14920879,447016,30.76,354773,73.63,4499,61,4,27.21
4389,POINT (138.548515 -4.405071),81.81,31.54,640369,40.15,37.0,994973,698582,36.07,54.46,89.74,75.9,5979802,760153,76.82,459715,45.52,13427,72,0,38.62
4390,POINT (110.553722 -1.461555),4.22,93.6,260059,94.95,93.91,447512,16581,49.03,20.49,70.65,49.11,6227581,255439,58.25,260501,70.86,4992,21,5,42.53
4391,POINT (137.864987 -2.683762),40.7,4.9,678132,99.34,28.77,566140,442990,41.36,89.45,63.84,61.39,6545281,349900,23.34,854930,40.42,18825,68,2,49.58
4392,POINT (123.975188 -10.139623),59.43,98.32,242010,95.24,8.99,422455,39398,34.39,55.47,51.13,30.0,2535067,281664,17.79,663140,78.7,21076,74,5,58.01
4393,POINT (117.190168 2.965541),94.42,90.03,888159,33.79,21.78,28454,634639,6.65,12.8,9.03,11.28,11931176,453498,90.11,622653,22.18,19025,41,5,54.8
4394,POINT (115.446376 -3.399320),63.62,95.66,700948,15.41,8.52,171336,92348,11.99,20.0,19.6,94.86,12731765,947859,96.46,272119,96.75,14713,35,5,72.14
4395,POINT (140.746907 -4.469363),63.81,86.2,255741,89.92,98.22,323399,169938,47.09,61.36,93.86,30.36,1993546,804012,18.81,686987,3.52,6126,65,1,94.57
4396,POINT (101.940515 -1.916896),33.32,77.43,584996,18.41,20.29,138220,427263,95.65,62.29,53.01,59.29,3997819,173760,47.43,201898,71.47,23060,68,2,1.98
4397,POINT (103.245445 -1.492906),66.94,96.85,447411,93.22,80.87,295953,889808,58.38,23.07,60.7,40.06,5220193,288824,95.22,686216,57.92,21860,69,4,28.91
4398,POINT (120.113559 0.173761),22.61,73.41,677163,42.79,87.3,4458,345857,96.6,94.15,80.34,2.45,8505887,323166,85.07,842518,89.36,12555,73,5,54.61
4399,POINT (104.091156 -1.610448),69.7,24.11,460979,35.69,29.43,911355,956935,67.67,94.72,6.74,76.71,7991025,567585,48.4,100560,2.89,12429,69,2,99.52
4400,POINT (109.086928 1.033103),42.29,52.44,263511,66.79,36.4,20237,934880,43.54,99.11,55.06,6.45,12389144,856606,37.12,196170,24.01,5091,53,5,17.0
4401,POINT (107.481634 -7.100211),51.96,93.87,371712,8.59,98.43,552451,593509,84.25,34.3,5.1,0.51,10430621,942970,74.23,954456,56.77,11887,59,4,1.71
4402,POINT (102.064619 -3.405607),57.02,75.88,78914,37.65,73.01,234384,217805,43.62,46.18,63.38,69.13,7259348,448966,52.55,76972,68.89,18468,74,0,92.4
4403,POINT (99.095020 -1.707034),63.93,79.5,984603,89.75,40.02,38531,260464,69.06,46.45,15.63,94.57,8563454,118701,3.64,181436,3.18,21313,54,3,80.84
4404,POINT (115.795782 3.544719),65.01,69.53,831320,1.35,89.89,900973,962491,58.98,35.23,78.56,39.82,8097685,672245,68.08,403336,26.1,1805,46,0,89.3
4405,POINT (117.753473 1.348527),73.76,41.97,427837,50.62,84.22,591944,336420,97.21,94.64,53.26,58.15,13574358,950530,0.94,538489,26.1,7676,50,1,65.26
4406,POINT (136.349825 -3.295628),74.42,24.12,239095,39.8,91.0,704755,420558,0.72,71.47,30.41,28.41,1864543,505239,35.13,414681,14.98,1001,56,3,1.64
4407,POINT (124.235517 -9.968577),26.81,37.3,200245,35.97,3.92,706355,135142,25.03,21.63,44.56,41.83,14461172,283887,14.72,416639,61.1,3273,74,1,44.9
4408,POINT (120.112854 -4.633850),82.06,62.04,847022,37.62,80.57,951898,585021,57.35,59.75,45.99,24.96,8437503,380344,49.41,443876,1.44,4902,67,3,17.35
4409,POINT (110.093277 -1.220193),96.75,27.65,424121,17.98,53.3,982438,403185,71.62,64.18,31.16,81.43,1770405,174396,86.78,827557,5.52,2071,76,4,21.21
4410,POINT (114.625732 -2.217245),62.27,18.57,317732,27.2,36.61,306439,47433,72.41,16.69,32.64,27.11,9691991,724410,3.98,304228,21.16,11568,29,3,73.81
4411,POINT (113.309209 -1.024909),37.1,65.22,441990,63.1,11.86,15258,823603,73.61,34.43,77.27,17.98,4183785,882838,14.67,432452,85.72,23096,30,0,26.14
4412,POINT (104.680668 -4.412704),51.15,67.41,792115,49.23,24.15,873849,932183,55.19,17.2,86.98,79.84,6511143,251870,3.27,397933,0.25,6016,70,2,8.86
4413,POINT (110.617071 -0.041735),68.96,34.71,349634,82.35,77.55,879586,306273,73.36,4.59,52.85,89.24,12942375,529029,34.22,188498,43.09,14968,43,4,4.63
4414,POINT (138.507247 -5.803973),36.05,10.88,587481,2.31,5.51,327380,220399,58.56,93.12,66.58,15.65,6914692,902112,90.98,575464,53.72,1686,34,4,67.12
4415,POINT (99.398712 3.290179),91.01,74.95,304851,97.46,93.94,289625,627551,9.09,24.72,13.19,37.85,12283498,397042,91.07,272690,97.77,24761,35,2,71.33
4416,POINT (129.640185 -7.802641),30.05,19.76,979595,34.86,75.9,405935,702555,12.72,14.85,67.82,12.9,14012668,606152,90.61,214919,80.08,23078,74,1,65.9
4417,POINT (106.741097 -6.209802),57.54,17.0,974067,15.92,8.36,137208,812786,63.41,9.28,39.18,41.38,4602401,300670,21.94,578943,11.04,9734,35,3,94.36
4418,POINT (97.224377 4.118597),59.86,99.3,321945,99.38,23.97,661522,779960,43.2,8.48,63.04,93.5,10710937,598355,31.15,207579,74.85,9388,33,2,65.25
4419,POINT (100.346113 0.497245),63.39,24.9,341439,50.99,50.84,180655,292798,41.58,93.17,81.13,82.46,2369030,628738,48.23,819850,64.02,16519,65,0,24.03
4420,POINT (114.978965 -1.291301),11.48,82.37,924671,17.27,44.58,690988,262934,7.57,19.68,26.59,81.72,7643737,948899,17.17,85972,99.95,1752,39,0,35.1
4421,POINT (120.178713 -10.221678),38.54,99.08,770122,1.34,13.92,610616,992611,74.26,80.06,24.61,3.0,13756223,242373,67.44,37234,17.27,8231,42,3,20.01
4422,POINT (103.674151 -3.459920),75.12,27.53,425937,52.58,51.0,441927,688320,65.4,62.3,80.18,27.51,7992713,327693,85.51,517159,5.11,2258,59,0,81.42
4423,POINT (130.353240 -3.339127),67.33,31.63,647151,93.42,96.48,174078,900426,69.87,66.24,11.32,15.2,11387276,888726,31.46,293990,94.82,9370,61,0,75.27
4424,POINT (117.490054 1.772736),35.82,44.72,544336,10.92,69.39,872272,996851,85.1,7.06,88.24,89.96,6417243,708798,64.65,678700,11.82,21479,75,4,91.63
4425,POINT (101.080505 2.023356),14.2,50.15,506380,93.04,17.46,43887,189172,94.05,12.25,72.72,16.96,3582526,769088,23.26,335840,15.5,24993,67,2,71.26
4426,POINT (131.226899 -7.353641),48.54,39.84,503203,10.55,54.43,712220,87063,86.32,58.63,52.58,70.88,12700121,865241,88.77,123160,10.69,12301,52,1,79.71
4427,POINT (114.379472 -2.366295),6.51,64.77,644427,26.56,62.81,340736,627134,31.03,18.73,25.77,18.17,14594041,260824,68.81,486452,41.41,22946,65,1,3.35
4428,POINT (107.552964 -7.527740),56.58,41.41,334419,14.73,75.45,375261,554212,45.32,67.88,73.43,95.94,13527660,869373,19.63,53268,98.48,16161,34,5,20.89
4429,POINT (116.919934 0.377724),68.83,19.53,837764,18.71,8.03,686688,340965,96.52,44.39,51.08,19.35,5842287,49199,18.11,343815,72.26,14218,25,5,44.05
4430,POINT (109.907295 0.552819),95.36,24.82,217596,77.07,85.8,397105,932883,7.7,26.92,61.28,15.54,9829235,545643,1.42,131904,39.9,8380,50,4,18.0
4431,POINT (137.440107 -4.027167),38.97,26.16,72678,9.99,18.47,985728,861023,11.73,59.7,66.15,14.45,1559723,768006,68.56,689659,81.39,17797,21,2,93.05
4432,POINT (100.918472 -1.606545),89.34,46.93,923312,79.65,66.21,253916,349467,86.99,91.49,89.13,6.02,5034113,156777,48.58,925039,86.75,3751,67,2,10.7
4433,POINT (95.385421 5.326489),44.32,42.84,81647,3.0,20.96,401888,103081,56.33,69.76,11.29,94.03,9365957,132467,42.61,187659,3.98,6061,24,4,56.86
4434,POINT (103.373477 0.079336),23.76,98.97,962962,43.16,97.38,785138,955703,82.36,4.89,61.65,38.26,13834170,540985,59.44,578784,77.39,1235,31,0,1.77
4435,POINT (139.077402 -6.409228),12.11,49.38,720141,16.99,65.53,569711,776664,16.04,66.95,32.14,18.53,9882232,330195,67.16,938232,92.25,17961,27,0,92.07
4436,POINT (122.133016 -3.196793),88.11,53.99,897445,12.77,88.99,912111,334479,97.45,12.45,21.76,17.7,11544306,572764,16.86,282014,80.47,18749,66,0,78.44
4437,POINT (114.593740 -8.359206),59.22,33.71,453584,22.9,4.58,583648,832299,78.01,38.67,89.74,9.88,10949212,880578,55.87,64458,2.73,3125,42,4,25.96
4438,POINT (114.005284 -1.838217),68.98,56.11,484270,78.35,76.63,655302,646144,83.52,84.32,68.31,61.44,8169949,186377,61.31,603908,11.8,8112,69,1,94.16
4439,POINT (140.754820 -4.769485),96.63,28.62,583274,36.74,46.61,148505,199678,90.68,25.36,70.51,34.34,4138205,863205,68.71,136324,55.17,2884,73,1,15.79
4440,POINT (134.181858 -6.285870),31.3,81.77,918536,38.06,70.61,667103,914684,20.76,12.55,86.05,18.33,5443535,787210,57.61,314927,7.47,8242,79,1,51.44
4441,POINT (105.413436 -4.400512),95.21,98.8,675634,80.79,41.03,149615,823911,31.57,94.13,9.54,99.58,5898657,441198,31.97,491099,89.22,12498,41,3,6.48
4442,POINT (127.144827 -3.849741),95.23,70.96,401340,3.77,4.45,50654,399055,49.25,29.44,67.81,95.67,12322033,628992,24.53,66265,90.29,19247,36,5,3.36
4443,POINT (140.687362 -3.479122),23.02,8.18,992124,28.14,54.97,777302,627309,76.33,32.31,28.91,25.36,13293408,964243,13.53,32316,80.99,9512,60,3,68.01
4444,POINT (107.181372 -6.098313),94.26,14.33,363170,3.1,24.7,798143,12147,94.23,66.57,80.54,70.99,2062939,757425,13.02,385077,59.85,5169,32,4,6.01
4445,POINT (125.713843 -1.902010),67.34,8.25,153174,56.18,38.9,137203,947201,96.37,98.67,46.67,24.91,13221925,252312,10.83,420348,56.4,23135,44,0,65.42
4446,POINT (137.849654 -2.172724),94.6,90.44,46210,0.45,44.81,901837,22611,78.7,10.54,91.66,52.81,1178201,977914,44.72,933025,85.76,15306,53,5,30.3
4447,POINT (99.459457 0.789894),91.79,0.25,246687,76.5,59.83,298649,904214,82.42,90.76,49.4,20.86,7023900,952558,47.14,155694,10.25,12220,20,0,90.66
4448,POINT (119.699089 -3.702970),20.22,58.71,377711,35.19,42.76,601352,717018,88.77,39.12,55.0,3.3,4121306,546760,39.81,268722,93.35,6473,62,3,5.33
4449,POINT (139.261838 -4.896390),77.57,66.86,906937,13.87,34.27,616195,90925,43.62,90.31,42.92,54.7,3704367,207194,11.04,256157,76.95,4930,64,3,86.71
4450,POINT (110.093265 0.532774),42.3,46.06,473347,60.97,30.22,639244,429381,56.24,66.98,85.04,1.64,13719363,810841,36.89,543804,24.8,8906,65,0,53.41
4451,POINT (119.486338 -3.067639),83.51,15.71,393788,99.48,68.24,734752,138850,42.35,11.99,66.81,77.47,8901238,646038,99.79,988825,75.21,11046,34,1,68.53
4452,POINT (134.594864 -5.936445),55.38,64.94,937219,32.8,69.89,672383,57697,65.4,22.26,18.12,97.38,13640631,717774,15.31,970806,85.35,17811,35,2,93.26
4453,POINT (117.502190 2.053092),91.23,97.05,452024,51.47,70.04,410017,563661,30.96,11.92,74.78,81.34,11685450,840770,37.43,513128,69.61,5478,39,5,73.92
4454,POINT (130.734886 -3.562239),3.4,6.9,915861,9.85,20.9,49674,621609,2.76,36.09,7.02,28.12,4123792,43863,21.22,785708,79.31,5437,23,2,67.33
4455,POINT (103.363293 -4.700609),49.39,48.72,719120,40.27,18.39,278815,549541,95.98,78.89,71.92,99.51,13386064,535980,40.1,621605,62.11,11623,59,4,35.74
4456,POINT (115.595138 1.055775),32.64,79.76,409366,59.52,80.4,640758,107108,68.33,52.28,54.36,25.86,9388912,493371,95.82,7497,54.13,7643,42,1,19.43
4457,POINT (119.959604 -1.793649),20.63,5.38,7127,92.35,60.6,51776,650925,26.22,3.25,61.73,24.19,4266751,187452,92.22,448934,26.15,15236,22,1,46.11
