id,geom,Health Facilities,Electricity Access,School Enrollment,Literacy Rate,Income per Capita,Death Rate,Population,Migration,Mortality,Average Age,Households,Registered Residents,Water Access,Birth Rate,Unemployment Rate,Internet Access,Employment Rate,Vehicle Ownership,Family Identity Card,People Density
5046,POINT (106.174662 17.344824),852059,46.85,35.6,20.19,3961370,73.93,247944,58.04,9.43,48,228937,893844,13.71,34.27,79.45,63.92,69.24,5,801915,8610
5047,POINT (105.155161 23.266571),830475,82.0,59.44,74.43,2008867,61.87,553052,91.58,13.8,68,132737,822284,79.64,75.81,7.77,53.09,28.31,5,110138,6134
5048,POINT (105.675990 20.338416),570713,34.33,85.37,54.97,4477237,27.9,565862,30.29,87.44,77,349740,163732,75.4,19.12,52.67,58.96,60.96,0,230855,7402
5049,POINT (105.442967 18.795052),184733,1.85,27.71,15.66,3637213,52.95,599106,5.84,44.78,69,120909,708277,55.91,20.24,14.89,68.98,47.08,3,639460,23924
5050,POINT (105.899575 17.577585),524161,34.6,31.48,82.29,5973513,67.88,582315,38.04,59.09,66,589819,902188,66.95,37.53,66.62,13.88,87.44,4,426834,9691
5051,POINT (105.945015 17.556459),177685,33.2,33.49,25.45,14408600,99.33,350491,18.11,5.3,22,68818,506749,49.07,27.17,40.6,4.26,19.29,1,978017,6505
5052,POINT (108.123693 14.074694),957699,8.45,59.42,97.44,12826883,47.15,614688,34.42,27.66,55,111735,166949,43.5,19.92,95.56,30.17,74.07,1,553613,13774
5053,POINT (105.037178 10.064099),682938,87.41,47.43,69.39,14279055,60.76,121555,31.1,38.1,39,194924,515530,71.86,89.03,39.19,86.01,50.59,3,902879,17957
5054,POINT (108.949540 14.548880),9399,13.22,6.46,75.85,10595829,65.82,78227,66.68,55.52,45,610737,821846,35.32,70.18,58.4,96.48,55.23,0,371948,2091
5055,POINT (106.616682 11.654772),296653,62.68,10.66,83.59,6978823,3.75,10551,8.45,21.47,80,766114,63356,78.64,73.46,68.76,89.04,18.37,4,203077,19822
5056,POINT (109.267826 12.405262),997900,82.82,59.39,50.64,11213425,93.52,459787,49.26,51.98,72,76365,33970,81.58,43.74,45.36,40.15,14.31,2,797930,19099
5057,POINT (106.618287 21.331841),63157,26.54,83.94,9.66,12125752,71.87,795926,94.97,75.16,59,816446,309916,93.71,77.64,65.83,72.61,81.83,5,871306,13604
5058,POINT (104.996056 19.962253),168059,69.79,49.93,45.73,2171846,54.64,663051,30.57,57.49,22,817991,961563,25.29,40.32,0.52,1.87,33.46,1,236971,18164
5059,POINT (103.714061 20.950498),257326,44.86,30.48,8.77,13111460,73.49,297320,50.41,33.51,62,880531,763599,23.95,40.08,47.39,74.2,35.66,0,305958,6200
5060,POINT (107.482914 16.209018),377122,40.39,27.1,94.49,3589834,86.77,66757,7.46,13.54,33,531903,563200,42.99,22.55,4.23,18.64,65.83,4,730384,19391
5061,POINT (106.169393 10.048719),759009,55.74,44.14,2.77,11998174,77.27,254541,18.78,97.6,32,214369,360811,68.36,87.93,83.95,90.4,27.1,0,820264,5926
5062,POINT (108.506319 13.539327),833528,91.42,79.87,53.9,3494455,34.04,512206,10.06,19.25,74,364250,94297,86.31,3.41,96.13,49.15,61.49,1,181551,6766
5063,POINT (105.364516 22.427578),793280,96.44,55.61,37.34,2947376,29.92,146377,56.53,38.8,41,277008,758903,33.26,66.44,82.24,25.14,16.65,2,420670,6005
5064,POINT (105.858035 10.664095),943854,10.88,57.93,13.01,2661622,20.7,59975,49.54,81.52,23,694737,932257,71.91,63.03,24.74,60.45,8.6,0,908600,22694
5065,POINT (105.730479 19.237469),207749,46.8,84.97,94.96,7709305,73.99,358172,81.29,78.79,42,322999,947543,37.12,97.89,79.74,9.5,66.61,1,3988,15578
5066,POINT (107.807888 10.772098),474240,26.77,97.23,65.83,4042644,79.2,970091,38.08,49.7,51,173069,633473,48.13,40.31,6.94,59.22,84.18,1,70757,14950
5067,POINT (107.878690 13.788024),712151,49.4,61.52,48.33,11164705,18.89,786092,51.23,76.38,73,89594,663534,57.99,86.91,81.27,30.35,41.32,5,175491,20225
5068,POINT (105.062324 22.013390),537916,41.05,75.29,12.01,9336574,11.52,690030,41.04,5.4,71,504809,491353,48.28,63.38,84.02,55.94,32.66,3,641158,22589
5069,POINT (108.042772 14.914018),193170,42.31,8.88,58.5,14760261,91.23,318575,33.28,37.24,44,758126,106064,34.4,93.42,67.95,74.59,63.62,4,555522,19048
5070,POINT (106.496449 22.358919),543587,76.67,27.26,99.51,5488267,22.26,295313,56.73,56.44,31,843251,995173,57.62,21.26,33.27,73.7,67.78,5,726750,13001
5071,POINT (104.754282 22.709437),321724,24.48,70.2,89.42,8390851,52.57,95790,46.05,92.21,36,659963,842622,68.87,79.82,85.54,61.98,92.44,3,93634,10006
5072,POINT (102.795222 22.139877),288727,11.52,48.5,48.05,9742497,34.83,365623,81.7,89.99,52,548313,733152,88.22,53.7,84.9,47.82,78.97,3,507220,19869
5073,POINT (104.390210 19.601654),864419,8.19,0.82,31.47,5271374,33.17,667585,71.6,61.82,70,807510,94273,68.02,62.36,65.08,51.99,62.56,1,649710,1972
5074,POINT (107.212692 11.054197),747953,7.4,77.76,66.64,8964609,44.91,728568,80.98,78.12,46,427497,962721,11.04,32.46,35.44,16.73,69.67,1,943007,21587
5075,POINT (108.655629 12.700110),161888,76.08,34.09,59.21,11083869,74.9,944207,76.73,27.09,42,526086,733190,52.89,7.76,33.63,93.22,42.39,4,466739,2483
5076,POINT (105.622084 10.539807),130068,81.17,48.56,55.17,2272774,96.2,940964,10.1,91.72,57,685447,180988,72.31,18.54,58.27,29.03,27.7,3,957368,5914
5077,POINT (107.948645 11.873707),954535,95.95,50.76,97.52,12998187,88.78,788257,9.67,56.75,27,975572,946236,21.71,70.7,46.73,33.58,59.4,5,504820,10541
5078,POINT (107.617105 15.339432),452214,85.22,44.63,7.8,14914061,27.2,894142,3.66,22.72,65,346229,963205,77.32,8.85,20.75,65.77,3.3,3,55942,22884
5079,POINT (106.821399 21.382008),137485,65.72,22.32,87.52,14595327,67.91,839868,37.33,31.06,63,488097,544720,0.87,74.15,88.62,70.97,65.15,2,758554,6090
5080,POINT (103.102746 21.010051),615849,61.27,36.38,40.8,3447960,67.06,352762,23.54,57.48,26,669428,878371,15.12,52.03,21.2,6.73,67.25,1,829043,15695
5081,POINT (108.021858 15.259770),460567,88.72,67.76,97.77,4109783,49.58,284425,37.41,36.97,21,977334,945914,92.89,44.85,9.09,90.15,39.66,4,104212,18609
5082,POINT (108.459597 12.830401),225746,46.35,89.68,78.78,11159458,43.61,531290,62.79,27.65,76,301809,327431,7.41,74.84,40.31,42.57,50.52,4,640161,1621
5083,POINT (104.748899 10.230598),108978,8.34,7.7,91.56,12286979,85.79,342096,63.44,82.55,68,966618,82203,19.9,53.82,47.71,40.52,15.37,4,301131,1399
5084,POINT (108.078058 12.227075),32592,72.86,5.27,25.48,7901261,84.36,162951,62.08,80.89,27,292694,378690,12.86,93.61,37.51,29.25,97.12,1,171941,7632
5085,POINT (108.264436 15.778614),332912,26.45,97.43,34.29,4018372,12.82,842936,52.78,66.74,79,888838,781095,83.37,6.81,50.39,91.09,52.29,4,195989,22133
5086,POINT (107.911942 14.647405),356282,59.59,71.87,79.31,13825685,50.21,651732,83.17,33.61,63,143063,949511,40.22,60.32,91.79,51.02,91.79,4,733977,23716
5087,POINT (106.182265 11.191033),795165,48.53,0.55,28.56,1780514,50.42,79239,32.58,53.16,38,632107,388295,2.33,17.23,57.97,94.98,84.92,5,337050,17179
5088,POINT (108.861205 13.420588),144063,74.72,99.41,69.21,13001808,53.44,546837,51.18,93.38,35,834494,553508,28.07,32.93,91.04,79.0,73.48,1,416893,22950
5089,POINT (105.881451 11.651448),226059,7.02,55.97,64.23,11122550,26.97,337122,53.93,66.34,75,298576,387875,43.12,27.66,67.6,49.21,64.9,0,785588,16439
5090,POINT (105.081874 10.703458),644944,33.78,57.91,7.24,2333296,55.89,793933,6.35,61.08,67,865442,63337,36.18,14.77,69.19,10.26,55.42,1,491986,3620
5091,POINT (106.205082 17.778007),183045,24.57,18.19,48.62,6764988,75.43,977293,1.4,17.97,76,232522,155461,93.71,70.24,15.91,81.41,31.13,2,720664,22716
5092,POINT (106.237392 11.082613),152030,67.07,71.45,38.39,11460797,78.43,98158,64.43,70.12,61,990521,813369,8.08,44.18,19.79,96.83,98.73,5,120359,8918
5093,POINT (103.858355 21.618551),759237,50.14,63.19,41.25,6767481,28.27,816668,90.52,12.85,62,98800,965598,29.94,94.76,99.93,62.95,6.52,2,254301,23177
5094,POINT (105.050232 10.503134),352176,17.13,7.71,71.98,2291815,73.79,375018,48.78,20.59,28,487162,136274,39.2,13.36,20.95,40.67,16.49,1,350469,8730
5095,POINT (104.421857 19.450863),205912,63.17,62.33,78.89,10123117,4.61,516618,61.59,98.37,25,31055,722243,16.07,47.72,79.99,2.65,24.03,0,897530,4640
5096,POINT (108.084484 11.127523),277785,77.13,76.87,89.04,8658700,77.46,427774,40.32,4.71,48,921807,906614,96.18,45.34,40.06,97.62,4.92,0,250572,23830
5097,POINT (105.345334 21.722352),479899,23.84,43.45,39.94,11465282,31.4,385149,36.08,1.4,32,731017,493361,11.05,29.84,7.37,1.78,59.0,5,894642,16223
5098,POINT (109.015438 12.324662),870134,93.11,37.21,17.69,13149346,10.53,614077,17.92,90.76,73,984198,363354,55.52,72.5,25.64,77.13,48.71,0,724420,7678
5099,POINT (107.650495 14.586927),173991,83.75,44.65,92.51,11305691,16.04,503791,88.33,47.66,25,246346,28959,8.18,28.29,21.56,15.52,41.77,5,483716,5803
5100,POINT (103.784750 22.222234),735812,83.56,43.34,68.74,11665752,94.82,410966,87.95,59.75,41,121807,224053,8.38,31.31,95.61,76.22,67.65,3,582182,14123
5101,POINT (107.341095 12.083888),836645,71.24,5.43,21.72,1036084,58.92,143979,43.6,38.03,74,215370,770658,80.59,71.88,81.91,72.47,95.32,4,196463,5023
5102,POINT (108.082327 15.900015),653068,73.35,15.23,5.01,9336830,18.86,589653,74.51,0.59,63,108751,289182,29.15,38.05,40.7,1.0,5.85,3,918578,5925
5103,POINT (108.384789 11.424500),178721,18.36,28.3,36.79,4990078,76.08,56160,71.41,35.06,60,62044,109471,45.48,13.04,36.61,10.43,39.71,2,868143,19388
5104,POINT (104.598640 20.462008),752310,61.08,92.63,52.14,4443995,69.25,815900,69.3,11.94,44,664532,255317,95.78,24.24,43.41,74.76,87.06,2,491907,6782
5105,POINT (105.723969 20.942792),154856,78.52,92.86,28.58,7289159,23.83,606104,98.78,37.96,59,157272,410404,65.6,2.55,23.0,52.67,16.68,0,717255,10845
5106,POINT (106.180673 18.070608),402705,8.95,48.22,26.01,2325047,77.23,75253,15.28,75.9,68,424932,468184,24.32,63.37,66.2,95.36,90.69,3,477261,23290
5107,POINT (104.042207 22.671190),979602,16.72,27.62,81.3,5136137,52.21,304378,57.7,91.23,43,528382,4962,95.83,12.39,87.42,30.27,5.68,5,596168,5522
5108,POINT (108.492670 15.144926),453247,55.19,27.24,36.05,8608468,90.65,753387,21.91,87.83,62,722801,374587,6.52,83.95,25.27,95.8,69.25,2,509623,19029
5109,POINT (105.246065 9.954103),175960,95.46,95.49,0.69,9918143,23.82,775171,70.05,72.52,46,876637,43882,32.46,51.08,59.9,95.51,33.61,4,483395,7143
5110,POINT (109.087039 14.251961),391237,34.05,19.28,93.58,10464705,58.52,465446,88.22,43.5,53,657283,33405,51.54,68.6,49.41,60.31,63.45,4,591743,19550
5111,POINT (104.970348 21.206964),315531,62.25,7.48,41.4,8123346,33.22,1403,52.12,67.84,54,230480,670371,37.74,56.85,43.88,84.33,15.23,0,488795,18217
5112,POINT (105.927772 22.470998),245935,28.02,29.97,75.56,13540435,83.5,155188,90.42,76.74,44,72178,493379,32.15,38.63,97.6,68.18,5.31,5,349250,23989
5113,POINT (104.458770 22.444376),147552,59.9,89.63,78.26,2665849,55.25,6484,52.01,15.73,49,383162,757375,12.5,40.37,31.3,92.02,84.73,3,701203,14517
5114,POINT (108.886758 14.560846),136934,67.14,29.94,85.52,11195734,11.24,270572,69.09,89.31,20,818055,919110,53.61,35.04,37.37,46.05,92.6,2,825542,5706
5115,POINT (108.758843 14.199572),140604,48.79,96.32,39.53,14239077,46.44,375486,39.3,69.47,24,414013,467102,68.69,26.87,3.38,80.25,86.1,2,674778,22385
5116,POINT (108.749577 14.553861),32565,82.98,25.32,93.89,3967633,36.63,58657,33.93,59.45,56,940963,133798,24.44,29.58,91.37,38.77,22.06,0,900141,11674
5117,POINT (105.472011 20.868766),803622,13.64,27.45,50.84,9084285,74.36,994258,75.96,68.1,40,506662,401007,56.43,4.93,35.99,8.79,99.42,0,794440,24544
5118,POINT (108.351269 13.519617),594354,15.88,15.37,26.99,1620566,77.7,468637,42.31,82.95,62,342531,699668,51.6,46.96,48.47,72.51,83.61,0,438838,16348
5119,POINT (106.938467 10.424597),274738,81.01,80.3,82.78,6658216,83.23,345619,36.08,49.6,62,386595,334975,67.72,30.25,78.02,18.24,62.33,0,713104,24879
5120,POINT (108.630889 12.128562),804998,60.04,98.87,19.99,3777890,72.95,933147,85.93,60.01,50,890708,818666,70.93,40.29,52.02,80.45,37.86,0,849573,20083
5121,POINT (107.787051 12.443762),941540,49.16,43.3,34.88,10858916,78.72,41627,86.5,9.22,31,258794,788844,58.33,97.81,24.74,45.68,82.84,2,398698,15728
5122,POINT (107.508748 11.869567),818475,89.25,43.65,8.31,4242330,25.35,980412,65.59,93.29,43,329248,117145,26.33,80.0,86.86,60.28,92.15,2,492200,7085
5123,POINT (108.573496 12.475544),111578,80.31,50.72,34.34,5636085,43.6,243738,19.61,17.58,34,999413,903060,32.93,36.22,39.72,68.88,83.19,4,933714,2865
5124,POINT (103.007536 21.950560),907523,61.53,87.66,81.05,4575020,60.4,11880,6.94,40.18,32,46889,941486,86.95,50.97,25.56,69.92,94.12,1,90240,10437
5125,POINT (108.682342 13.632805),71128,23.89,19.03,61.65,6898696,34.14,755802,5.95,71.56,34,312735,777230,90.79,72.65,80.36,52.19,76.89,3,371083,11445
5126,POINT (105.544735 18.986493),816575,7.18,30.2,87.03,4069451,39.93,500576,82.34,16.94,54,776062,615790,43.07,41.68,78.49,46.41,95.94,1,995290,2703
5127,POINT (104.042253 22.308456),479004,15.83,56.16,27.79,12683049,33.69,950732,1.61,83.42,56,69707,290346,90.18,21.19,6.2,15.8,73.07,1,933589,6579
5128,POINT (106.557855 10.780457),628469,96.97,81.29,20.27,2428107,77.4,690843,3.58,72.07,51,306274,944259,64.45,13.28,49.24,79.23,63.68,0,85055,6644
5129,POINT (104.970749 21.753429),981885,41.5,28.89,99.65,13669042,49.46,644059,42.47,57.24,27,64214,216561,26.02,85.83,84.52,35.56,59.63,1,407307,16807
5130,POINT (108.828862 15.002273),438151,54.77,23.66,82.97,8421140,19.47,420087,57.21,73.39,76,488889,207942,29.73,24.77,66.25,38.14,92.98,4,863074,1253
5131,POINT (105.948251 20.043282),171711,94.43,30.01,43.69,6582401,6.89,478239,96.98,32.98,47,649073,832814,73.5,72.8,70.66,58.16,75.4,3,115068,6143
5132,POINT (106.359187 17.635717),729463,93.88,81.12,87.2,10049601,38.46,72168,99.34,26.24,25,783412,762738,9.82,98.29,83.1,88.71,83.83,0,900793,12466
5133,POINT (102.820871 22.522132),511090,30.92,36.51,39.05,6659039,31.01,438653,67.33,77.31,33,875406,658572,35.82,24.55,58.28,80.97,39.54,1,918992,11552
5134,POINT (108.188902 15.449522),459252,76.14,90.64,23.43,10728206,16.97,499320,39.72,60.89,49,168457,477709,24.49,70.12,29.43,18.14,1.31,4,832358,4153
5135,POINT (105.925956 18.124813),775229,75.37,79.74,25.41,6890618,93.66,22585,1.34,35.23,66,686981,952789,53.27,34.21,49.17,94.12,8.09,3,65410,6999
5136,POINT (105.089624 19.096568),304444,84.76,13.23,26.02,3068224,71.55,676012,63.16,90.74,21,713452,756988,77.99,1.95,51.73,38.65,33.93,4,678581,7801
5137,POINT (104.767435 22.185106),644313,70.13,21.0,6.13,9225624,51.52,560954,74.73,76.79,59,3731,912724,10.19,82.19,3.01,37.81,67.83,3,50311,6894
5138,POINT (106.226211 20.431193),611195,59.89,61.03,35.39,10300363,26.92,91529,69.0,1.91,49,448689,111486,35.43,17.76,66.84,17.0,98.15,0,90762,10173
5139,POINT (104.450541 19.528397),25758,98.5,46.18,63.39,9681481,58.35,501514,7.7,68.16,53,818005,85283,0.55,27.52,18.14,49.66,41.42,1,149760,18360
5140,POINT (105.298223 20.080759),170733,52.74,2.84,6.72,14002840,62.36,310756,49.99,51.84,33,440270,869977,98.33,70.94,19.46,90.17,89.17,4,549208,17588
5141,POINT (109.200002 12.453863),743670,27.88,50.0,71.1,13498630,43.18,623450,27.34,52.4,26,654789,355488,74.48,40.06,77.68,77.95,73.26,2,769516,17681
5142,POINT (108.888887 12.504625),874159,95.75,84.68,53.57,7576100,51.99,509851,87.53,77.11,42,931722,551392,72.68,73.61,98.39,93.85,0.46,1,514993,1102
5143,POINT (105.095648 20.790227),868611,59.56,73.27,69.83,13963517,16.09,51200,93.71,72.61,22,943726,615311,37.68,32.32,35.15,53.84,72.16,2,542489,8005
5144,POINT (108.672149 13.897766),930842,38.51,30.63,64.5,14914479,77.72,361970,74.55,25.6,35,229820,578117,59.87,22.13,2.52,47.44,65.46,2,607291,16131
5145,POINT (109.280191 12.822692),908016,70.16,26.32,95.35,8396331,24.57,952048,68.72,71.56,71,81526,472437,93.45,93.52,76.44,55.03,98.73,0,999629,19670
5146,POINT (107.820709 13.178913),605395,76.93,57.49,16.0,6532099,84.12,338032,74.48,36.15,33,659189,324024,77.68,81.37,15.87,1.09,68.58,3,553945,1749
5147,POINT (106.040392 22.109126),154350,48.68,82.52,99.63,9188186,7.28,454890,55.48,55.14,60,824947,132905,98.13,13.2,35.31,58.53,47.95,0,20407,2775
5148,POINT (105.271584 18.701965),356448,87.19,4.51,63.96,1826270,31.14,697577,87.57,17.59,22,92232,606214,72.71,75.89,96.59,63.67,21.55,4,825261,21407
5149,POINT (105.808077 9.942468),362609,87.53,55.59,75.73,9214548,6.7,978733,72.32,29.12,50,696093,361148,52.66,40.4,44.69,99.84,63.8,2,21040,23516
5150,POINT (108.194510 12.754367),758231,42.22,27.43,73.28,11076924,94.38,260567,89.27,75.03,66,381331,325658,1.67,1.42,42.34,79.93,15.07,1,241479,14550
5151,POINT (104.327258 21.102073),984503,52.43,24.6,69.68,3106333,62.27,301801,48.83,86.57,59,561792,779160,91.14,22.08,24.31,41.22,87.27,0,752568,8225
5152,POINT (104.123534 21.943404),178056,17.48,92.72,41.56,4743238,50.02,74837,92.58,99.83,48,581525,816905,27.34,63.96,56.66,26.7,2.12,2,595016,23404
5153,POINT (108.005317 13.230848),849841,1.01,38.23,83.86,11664220,41.38,220260,20.14,6.93,35,643177,364231,85.48,2.17,34.12,96.91,54.01,3,887652,18807
5154,POINT (109.030727 12.819786),823855,31.15,65.93,24.46,14269317,71.23,949918,81.36,92.85,80,403560,273289,20.86,2.34,70.59,38.44,28.1,3,581891,13495
5155,POINT (105.451345 22.414744),888567,60.14,25.38,5.97,10126705,50.64,675946,57.68,7.78,76,320197,536133,50.48,19.79,97.5,23.22,33.34,3,125533,15866
5156,POINT (105.111032 20.740190),186109,36.16,58.16,90.63,4133440,92.4,419520,65.87,31.15,70,409352,737816,85.48,22.78,67.42,14.04,59.28,3,518501,5170
5157,POINT (109.108338 14.160050),892642,50.76,56.87,18.77,7315783,64.51,943483,33.93,26.17,78,343660,493736,79.25,74.69,25.64,76.36,90.82,3,653599,1545
5158,POINT (107.886204 15.221369),842021,57.94,12.43,46.79,11015975,49.4,372277,32.92,84.72,70,820291,581301,83.26,69.98,6.26,70.51,30.51,5,808440,5076
5159,POINT (105.521187 19.943728),513523,32.16,63.42,32.44,10236431,44.43,813776,14.33,76.49,68,489178,186167,16.15,31.9,81.19,67.8,2.46,3,338778,22257
5160,POINT (104.785083 22.831008),267215,21.79,22.73,86.03,12915589,93.83,154364,88.8,34.34,69,684102,297042,14.5,9.86,66.48,98.05,2.19,2,622078,15592
5161,POINT (105.473516 19.242812),14802,87.72,95.81,65.86,12589251,49.92,671159,38.96,78.97,39,914824,440968,13.0,61.04,42.55,86.05,21.99,3,194088,14699
5162,POINT (107.682730 12.928951),521707,13.86,53.56,26.85,6961428,39.12,367864,3.11,8.97,23,119874,45891,65.7,77.2,25.0,94.05,61.38,4,285630,22563
5163,POINT (105.245951 22.188425),634516,2.62,1.41,65.58,1711196,76.07,874248,17.57,4.48,73,443946,449435,97.51,18.56,61.87,59.8,13.95,1,441960,17989
5164,POINT (108.916054 14.525668),577673,98.68,13.5,86.4,8100802,25.71,973551,39.06,56.04,35,238415,359900,23.79,70.31,0.9,2.51,10.91,0,206915,12892
5165,POINT (102.763750 21.709489),746348,32.38,46.35,40.88,3751998,44.5,152679,29.18,71.95,39,599170,806310,22.34,19.44,61.83,82.09,29.94,3,727661,9258
5166,POINT (107.256063 11.127723),807421,62.7,67.33,30.39,2306343,37.44,670278,45.0,58.98,64,31276,150958,48.12,75.9,62.6,65.37,46.59,5,832667,5443
5167,POINT (108.160590 14.759812),874064,96.3,82.55,15.49,3962737,75.27,704768,53.21,4.23,30,975138,745074,70.39,80.14,43.87,66.45,51.61,3,81282,7076
5168,POINT (105.535610 19.413060),756407,55.23,0.65,83.22,9849541,20.15,725916,87.01,49.31,32,58056,484701,47.65,66.0,99.85,66.72,56.74,3,132407,5937
5169,POINT (106.119284 11.428642),222287,58.7,74.47,43.86,13837173,2.33,729738,11.32,87.55,63,760574,44570,33.17,55.23,21.35,41.22,57.42,3,676995,20953
5170,POINT (108.542007 11.450828),689271,28.6,89.48,12.91,11526982,49.13,483104,20.62,22.41,77,280216,865520,17.91,95.0,17.31,0.53,20.67,4,219470,14907
5171,POINT (104.948059 18.834356),60513,7.61,70.41,36.66,5710358,8.61,268846,81.45,29.67,57,641079,385966,68.52,2.85,41.8,36.1,54.23,3,547851,4854
5172,POINT (103.788398 21.602684),222851,92.4,9.98,24.56,11152114,28.77,340087,79.96,79.61,75,11440,639435,15.74,49.43,30.19,14.28,35.41,3,352118,12799
5173,POINT (108.660766 15.105994),893409,42.24,27.81,54.63,11782578,45.93,342710,80.66,50.96,50,806573,137842,33.95,97.9,99.47,9.11,9.76,3,446310,4987
5174,POINT (105.162187 10.445321),473487,88.45,86.36,15.13,3578178,65.5,399405,97.1,65.06,57,420068,495305,39.61,84.81,59.35,50.77,86.48,2,922343,18765
5175,POINT (108.421771 15.317657),949634,9.95,28.17,6.15,12993114,60.34,635687,33.87,48.57,46,983075,547896,83.74,76.94,35.15,98.92,67.26,1,145617,14480
5176,POINT (104.253364 20.969469),54521,94.36,82.3,86.66,3189139,96.65,786982,67.08,64.59,20,785111,947754,45.43,86.27,72.22,68.84,76.18,2,569841,16898
5177,POINT (106.376320 22.087570),765277,26.86,23.44,87.61,13989474,54.17,846473,82.4,53.29,20,136256,650644,59.3,32.05,12.88,64.04,91.88,2,5249,10418
5178,POINT (105.725944 10.668537),114365,40.51,73.24,41.77,9218732,74.16,751108,2.16,21.59,31,737778,577106,79.26,4.09,69.48,31.89,54.59,2,857353,24731
5179,POINT (104.987403 20.544040),5054,46.64,23.84,70.13,3362029,73.17,396996,86.79,85.33,73,120818,122269,77.45,3.21,16.33,71.88,21.25,4,696352,20517
5180,POINT (108.287485 14.551118),285804,73.8,70.89,38.58,11330217,21.75,635873,12.52,96.61,57,434306,468955,24.52,70.58,6.05,96.48,6.67,2,964426,24341
5181,POINT (107.708143 11.964945),408642,56.29,49.69,67.44,3228042,33.97,725611,25.0,97.0,22,751519,989469,8.8,58.88,85.5,88.01,59.51,4,270085,16563
5182,POINT (104.099698 19.489672),472675,21.99,94.02,81.68,2676961,10.36,6491,40.43,76.73,23,151493,480485,16.72,79.37,15.25,1.82,73.21,4,557276,15855
5183,POINT (106.549504 17.238475),104056,8.64,1.6,24.66,6192437,3.51,544426,37.45,85.78,61,583638,704281,81.32,28.32,39.64,14.68,84.5,4,516285,6109
5184,POINT (106.669839 11.590274),411627,49.21,59.07,83.83,12904318,98.53,575615,44.82,44.18,38,493451,392001,72.99,0.96,6.69,8.65,38.9,2,504818,24643
