id,geom,People Density,Unemployment Rate,Population,Water Access,Households,Average Age,Vehicle Ownership,Health Facilities,Literacy Rate,Mortality,Electricity Access,Birth Rate,Death Rate,Internet Access,Migration,Employment Rate,Income per Capita,Family Identity Card,Registered Residents,School Enrollment
2541,POINT (140.904616 42.984108),8786,15.56,846467,30.9,246869,68,1,752945,61.1,11.15,23.89,31.71,64.67,77.08,31.52,49.47,6466241,744354,635134,24.37
2542,POINT (141.563986 40.510215),19608,31.2,497974,63.57,933684,45,2,124218,14.21,68.0,28.69,8.12,69.15,8.09,92.77,17.53,3221409,38584,676193,3.58
2543,POINT (136.098221 36.164451),1712,99.89,517725,44.44,702476,56,5,808407,51.5,70.31,65.96,45.75,9.22,50.27,20.62,9.52,12865902,313152,29863,89.01
2544,POINT (139.125291 36.944136),6240,6.93,916777,73.84,490319,56,0,157209,87.83,58.86,62.11,0.27,11.87,38.97,2.93,41.03,8542187,864164,276571,66.12
2545,POINT (140.658596 38.019650),14705,6.92,522981,57.51,434595,46,4,478296,63.28,31.03,18.1,95.32,89.11,70.44,76.5,19.38,1710113,470465,261231,66.21
2546,POINT (142.476917 44.042917),3466,44.23,297693,85.5,561783,27,5,569461,47.32,69.0,45.97,74.08,37.29,17.26,67.57,22.3,7137496,256329,791915,44.66
2547,POINT (139.006215 36.005187),23124,69.75,432202,65.31,178953,67,3,849460,58.02,19.42,68.95,50.33,47.03,94.62,97.2,97.39,3350304,462045,999504,80.26
2548,POINT (136.017891 34.885310),15822,41.88,637250,77.81,892096,56,3,168773,89.11,79.37,57.47,16.83,37.42,41.31,75.79,76.77,12803981,805804,722916,22.43
2549,POINT (131.440201 33.006110),13238,12.85,835298,49.96,535747,69,2,420354,60.54,61.66,98.71,4.53,6.71,83.06,39.69,70.56,8052787,686681,868490,85.9
2550,POINT (132.214056 33.874345),21491,30.8,518567,49.04,841339,37,4,512404,90.83,17.09,74.81,8.48,15.76,81.04,77.24,17.47,10064149,270683,699259,94.09
2551,POINT (142.348862 42.563926),17961,14.65,985858,91.31,260639,42,4,695918,10.99,48.93,41.72,22.92,33.66,1.91,31.04,76.53,8157869,480336,772299,39.35
2552,POINT (130.344473 33.392894),18026,25.05,637585,98.93,500518,58,1,403189,50.82,94.54,93.54,56.75,84.33,52.38,7.8,3.92,8201846,964160,835240,50.2
2553,POINT (139.854770 37.940183),6696,57.51,894114,99.59,392774,42,2,36427,80.66,65.93,98.57,70.41,4.29,13.33,89.62,13.34,14746029,546976,773582,58.39
2554,POINT (139.258418 36.116564),7859,8.8,160582,39.74,187103,52,3,881279,12.01,35.23,22.32,78.45,61.48,87.7,14.53,34.81,11758544,780054,742484,45.74
2555,POINT (141.110491 41.428316),15284,78.58,25340,49.94,145950,61,0,951692,53.16,55.44,18.42,95.88,99.33,32.94,37.78,25.39,1856947,171764,674530,79.3
2556,POINT (136.060543 35.493209),22161,80.54,113769,95.25,342983,61,4,216956,24.6,55.55,93.59,49.65,94.63,87.07,32.09,22.36,5462669,260583,531177,82.54
2557,POINT (142.892031 43.442976),23996,44.68,347545,26.42,61678,27,4,359707,12.96,39.34,70.4,85.76,2.95,97.38,39.88,14.24,11972568,250276,78445,56.7
2558,POINT (139.169006 37.346897),23151,44.85,519000,50.45,729808,20,2,846197,51.57,48.89,37.76,83.06,18.44,38.77,22.26,9.75,7793479,301760,355089,75.32
2559,POINT (141.120070 39.158083),5910,22.55,742366,9.22,249237,78,3,726451,95.35,53.3,5.39,0.43,42.78,91.25,42.85,68.59,7284987,742006,800100,17.87
2560,POINT (130.760552 31.427095),11174,5.73,524622,93.89,944527,73,1,796924,99.23,68.92,48.06,45.37,37.36,13.53,48.55,87.97,13969907,463423,474763,31.62
2561,POINT (130.731139 33.931638),7382,29.13,168902,25.6,264942,61,1,229475,34.31,18.13,59.41,78.0,18.53,24.01,66.31,12.03,6015447,758515,970705,88.19
2562,POINT (140.983296 37.136945),13348,6.79,631004,35.89,518531,26,3,944859,68.48,85.19,18.99,70.9,82.1,85.14,61.17,34.75,9696099,617519,533105,57.05
2563,POINT (143.925947 43.292602),18872,28.71,720143,63.49,326721,78,2,30090,47.67,77.16,3.91,6.19,31.78,94.84,10.17,16.32,8792377,80405,11921,34.49
2564,POINT (142.942633 44.144474),20253,49.17,643241,75.55,824143,58,3,683896,25.91,66.67,73.17,92.94,65.18,64.6,67.24,60.02,13446529,236447,340172,34.75
2565,POINT (131.517958 34.021372),22318,60.43,887203,87.7,169606,70,2,563332,92.09,79.74,10.68,67.21,66.11,57.77,56.42,98.42,6694700,468896,274465,53.63
2566,POINT (143.082056 43.562368),6457,15.74,511998,65.26,845461,60,1,268895,25.21,68.95,53.47,34.71,88.27,59.63,36.49,87.23,1662464,42692,209157,18.35
2567,POINT (135.284952 34.147976),20549,78.14,296864,36.53,467186,20,1,929120,22.72,76.7,84.15,18.09,56.19,31.63,5.4,66.89,4779675,642333,898859,35.63
2568,POINT (131.123204 33.203720),23822,24.67,283209,22.85,979823,59,1,937280,30.29,85.25,65.93,76.31,31.64,77.52,91.21,90.76,14143969,204372,404657,24.23
2569,POINT (138.514007 35.130163),12311,48.16,18331,75.52,94341,24,5,470371,31.33,46.58,12.78,7.71,89.61,19.1,57.92,32.03,8513246,633786,117953,0.27
2570,POINT (136.491813 34.337552),15807,88.64,900003,55.57,898571,41,1,888913,50.55,48.2,28.17,35.96,83.18,83.51,43.61,10.29,8551406,787664,913241,26.09
2571,POINT (135.136489 34.975756),24641,82.29,506361,30.14,464155,30,2,564038,59.84,73.18,6.98,68.63,1.59,94.29,45.89,96.34,14952485,522348,580122,46.5
2572,POINT (144.003205 43.229996),15331,53.25,578336,69.69,230757,56,5,86014,8.09,42.91,79.82,35.35,82.1,32.13,44.17,36.0,2868748,884712,720160,5.54
2573,POINT (138.644418 35.917006),22148,27.53,975090,65.06,337027,45,4,294811,89.9,77.86,56.44,49.7,39.57,81.76,91.29,75.38,5261787,375107,429970,60.85
2574,POINT (143.534095 42.758020),6613,61.34,967868,42.1,316452,29,5,303696,25.23,65.33,26.24,27.04,49.88,69.1,38.46,87.69,13824315,335996,154816,35.24
2575,POINT (141.338197 39.220778),3258,25.64,148262,89.53,418477,55,2,730085,64.34,55.27,25.1,85.58,39.29,9.52,6.08,54.68,14604870,665396,643701,75.07
2576,POINT (134.548131 35.243599),14512,93.03,915028,89.84,214896,44,5,189763,3.17,44.81,2.22,27.46,84.54,7.54,45.04,45.22,5688797,733271,211999,44.66
2577,POINT (133.122727 34.838718),18679,92.44,647629,9.73,701214,28,1,719536,18.29,6.02,19.6,63.04,21.19,25.56,56.53,55.77,9968917,351100,482345,82.14
2578,POINT (138.219168 35.998924),12634,58.57,341372,99.17,425706,74,1,30452,92.0,58.76,15.59,9.61,71.08,96.17,24.13,11.25,9380404,407808,649543,81.31
2579,POINT (136.725346 35.605115),5612,45.78,405837,77.4,401201,73,1,496548,12.7,5.41,11.43,80.55,24.05,48.62,69.19,18.95,13651544,185632,944912,60.6
2580,POINT (130.535286 31.633339),20122,16.46,331854,73.15,783291,33,4,194212,43.04,15.62,68.21,24.79,35.31,49.31,90.99,28.49,13221532,562509,341098,29.48
2581,POINT (141.136525 42.673348),7938,50.44,451438,74.09,829908,39,3,645639,85.23,19.16,65.92,40.22,6.78,38.14,92.49,62.11,6503896,119926,254210,16.04
2582,POINT (137.465086 36.265863),5705,58.42,803007,38.59,651467,52,3,103628,91.89,94.28,45.19,49.92,42.98,52.08,58.89,20.83,2816168,496296,957126,94.25
2583,POINT (138.926478 36.982755),10187,55.01,788702,78.09,567774,52,5,731099,63.92,95.68,15.31,92.06,26.41,89.42,22.71,4.02,4623449,283680,606582,57.74
2584,POINT (130.192951 32.697686),20502,47.16,304288,67.6,16307,23,0,905542,75.9,94.98,77.18,38.62,31.41,38.45,25.68,39.86,11376668,823587,220965,64.52
2585,POINT (136.411933 35.766967),6863,78.21,395462,72.82,488767,53,2,596110,49.7,59.52,54.18,77.79,4.46,26.75,35.28,8.87,9912981,69370,579598,55.95
2586,POINT (139.441530 35.489987),22309,44.0,508659,0.97,925521,51,4,792845,55.39,81.47,54.29,48.44,30.7,35.48,42.17,0.22,6503823,539195,912676,30.72
2587,POINT (142.597081 43.847476),7926,94.91,607275,50.57,23983,39,1,134979,48.8,90.98,42.5,99.61,44.32,71.01,67.66,25.29,13013921,115167,629415,21.08
2588,POINT (141.046664 39.166734),22298,32.07,311804,95.71,931645,22,0,743693,78.52,83.58,67.31,8.19,26.47,87.87,33.84,49.19,11253820,696257,1982,69.01
2589,POINT (141.521348 43.528241),11010,80.83,26334,74.12,514849,60,5,755831,55.8,21.59,28.97,70.94,56.74,82.01,80.86,16.74,10384705,450502,297003,75.05
2590,POINT (132.668513 33.263263),22597,69.77,117627,13.55,278675,69,0,927792,16.21,35.2,22.88,71.5,46.65,47.18,1.66,25.14,13717456,483469,64323,88.32
2591,POINT (139.317494 36.556060),23395,3.65,8623,38.71,231312,35,0,663987,82.19,73.2,45.31,65.88,60.69,75.97,14.19,9.84,4717518,646105,806163,54.77
2592,POINT (140.251610 41.510338),23084,42.82,45372,29.72,647508,35,2,567167,73.06,60.06,62.09,73.31,63.46,0.15,53.32,9.7,11322546,61620,319873,79.49
2593,POINT (133.347804 35.168300),13065,72.54,789290,93.59,811404,28,2,550847,66.33,16.65,5.94,91.39,60.86,29.02,70.31,22.44,2600448,378099,508095,28.61
2594,POINT (140.782385 37.502133),4500,28.84,110281,56.08,411525,42,1,100358,76.63,11.1,10.37,98.28,21.54,78.59,65.08,31.9,11583814,830157,204799,67.18
2595,POINT (141.029736 38.908177),14321,61.23,171557,35.11,534688,38,1,337284,95.55,7.49,80.22,64.43,51.87,60.25,38.4,82.2,14178359,816302,639215,15.53
2596,POINT (140.970543 39.314680),16159,18.77,617161,91.42,529142,41,3,496630,89.39,18.63,67.89,16.66,36.8,1.21,37.83,5.44,8646118,727815,508427,29.03
2597,POINT (141.402950 41.383635),5005,5.45,402375,27.58,257809,74,0,260843,97.68,86.29,98.96,79.68,84.75,45.38,92.92,80.88,9754396,129248,95178,8.5
2598,POINT (139.884617 38.391783),7462,65.94,654354,16.48,728242,59,2,532856,79.68,78.06,97.88,17.99,58.35,23.12,71.95,29.97,3038368,689632,749365,75.77
2599,POINT (136.871386 35.353398),20396,55.06,990762,87.41,870700,27,5,435944,42.23,47.83,45.76,60.98,20.26,32.92,63.14,26.3,8984899,230115,635197,36.38
2600,POINT (133.437872 33.923474),6947,50.49,394166,47.41,364631,27,3,131394,35.82,18.61,57.87,86.23,76.89,5.61,18.32,57.36,12193396,650521,931305,33.08
2601,POINT (139.427711 37.616675),4919,88.92,560216,13.95,298348,61,3,922022,15.51,18.27,63.88,29.22,71.97,31.44,35.38,63.8,4928937,398161,764599,24.33
2602,POINT (143.306613 43.666671),9373,53.56,254468,73.48,781532,58,2,514588,44.34,94.29,49.03,76.39,14.41,81.15,63.6,88.19,11697378,119284,293348,19.09
2603,POINT (139.622318 38.458590),18895,4.82,130239,94.14,390929,76,1,287217,75.92,55.22,88.73,20.0,44.99,60.39,85.19,80.67,6743723,277994,474002,75.97
2604,POINT (139.335743 36.434513),9439,57.32,967305,87.43,372773,28,1,718502,92.74,80.58,34.69,31.87,18.82,63.97,2.53,59.64,6238406,379313,674670,42.93
2605,POINT (138.402097 35.129725),20202,23.83,643805,42.95,1300,33,1,158958,85.83,14.62,80.99,98.99,88.4,51.17,74.34,31.38,7526594,445899,369597,22.02
2606,POINT (141.447663 38.897680),3504,88.2,868997,65.88,430780,35,4,314456,22.55,24.36,5.88,66.26,27.46,52.82,30.0,25.28,11314651,298124,880194,65.48
2607,POINT (137.226242 36.458342),13587,7.24,459507,0.17,168515,29,1,617518,79.25,10.23,98.48,37.23,99.9,99.56,10.36,95.81,6867003,432638,29490,81.17
2608,POINT (138.907950 36.053865),5668,10.73,997345,61.13,459671,47,1,551430,45.73,55.44,5.64,63.94,15.08,48.37,78.25,96.66,4087260,850338,823424,74.95
2609,POINT (137.498113 34.909016),2281,19.23,966474,26.2,2531,67,4,343647,66.29,60.81,13.93,28.62,40.61,65.13,10.73,50.11,8865783,431972,294662,8.51
2610,POINT (141.155832 42.509126),20560,34.24,83005,17.61,956368,60,4,55562,31.61,12.68,23.14,55.97,51.92,46.37,57.85,25.08,5008212,740662,227997,60.8
2611,POINT (141.952461 43.865949),14642,32.34,968272,78.02,134664,35,5,243521,50.67,36.39,25.75,72.24,8.34,53.29,41.17,66.47,7852846,658434,212579,40.5
2612,POINT (142.736491 42.664482),16531,12.32,826340,21.42,985271,62,3,270638,27.02,95.05,34.99,44.29,59.95,60.97,82.88,45.42,1382666,850464,601319,96.91
2613,POINT (133.143651 34.300636),18912,42.89,328859,78.04,891981,59,4,208781,95.26,39.01,61.14,69.45,63.34,38.77,33.26,56.4,3054670,347143,557739,81.18
2614,POINT (138.286662 35.072156),22391,39.94,351660,18.26,827671,68,0,139746,61.36,62.05,92.58,48.07,61.48,54.73,70.12,67.82,10362673,427094,64920,45.14
2615,POINT (141.403812 40.619902),20555,63.09,410680,13.76,37623,63,4,598583,67.56,50.88,8.53,64.86,62.86,70.35,77.83,38.56,9171655,42881,834845,35.15
2616,POINT (137.516960 36.855802),6714,23.69,803918,82.38,515301,53,2,36647,32.48,46.81,62.72,83.63,4.22,13.37,76.6,19.09,11191229,360659,735452,18.3
2617,POINT (140.489603 40.788230),21946,1.22,145333,17.03,748761,48,1,915372,11.28,46.81,39.92,6.86,87.61,89.84,16.41,44.98,6900137,368619,336904,95.33
2618,POINT (138.633094 35.982859),8210,62.59,117314,88.81,392729,65,2,486550,78.01,65.39,22.29,66.89,19.76,98.87,70.07,29.19,2860469,743719,735383,76.75
2619,POINT (139.583014 37.062188),10210,99.22,46050,59.09,459458,80,3,885009,84.35,64.98,98.51,90.27,45.11,86.64,60.88,27.33,10358324,170516,382823,54.03
2620,POINT (139.222413 37.579775),19897,98.29,924248,47.75,358736,35,2,272803,49.71,43.66,99.22,87.75,56.07,21.62,3.02,12.03,14436674,882049,863435,11.74
2621,POINT (131.296695 32.930877),23331,56.69,597695,99.7,445128,62,0,875312,17.31,13.47,58.37,30.39,37.56,32.7,43.86,66.69,7855116,193130,615082,56.55
2622,POINT (139.999460 42.199209),11088,3.92,459077,44.75,500093,57,3,752190,21.03,48.25,79.56,69.33,83.14,88.21,47.52,70.21,11555457,488825,664851,30.92
2623,POINT (133.807607 33.560487),4227,87.99,148820,26.96,615982,67,5,412952,50.84,6.06,97.44,50.91,59.3,26.29,30.48,45.13,2062987,778503,484039,5.72
2624,POINT (136.007891 34.754494),11448,12.54,168974,31.68,427347,78,3,849212,43.83,32.19,49.31,15.02,17.89,22.11,83.81,49.17,2611129,160610,235491,34.32
2625,POINT (144.527338 43.574072),13934,24.56,701896,68.57,711459,59,0,48631,13.85,11.92,98.87,82.77,11.66,79.59,88.78,24.79,1620077,42308,454498,8.58
2626,POINT (132.040161 34.625894),19197,91.19,933959,19.66,905267,23,2,587961,58.1,64.49,77.91,83.53,34.84,74.65,70.14,59.98,5819271,945567,500261,86.49
2627,POINT (134.319983 35.164185),9244,15.67,950635,84.75,646264,56,1,295068,8.76,37.09,38.38,12.18,38.92,17.92,23.45,14.16,13947840,609492,69061,94.69
2628,POINT (138.019206 36.743099),10383,0.44,11546,60.67,726607,40,2,411461,42.95,90.03,42.06,39.0,2.94,37.49,1.08,83.63,8015102,680830,573315,75.29
2629,POINT (139.816804 38.210964),16733,39.29,28411,59.87,556004,54,0,900019,36.71,1.73,60.97,15.21,31.86,60.04,84.65,37.82,2898459,884968,651155,76.07
2630,POINT (134.446609 33.711423),19930,98.95,794293,0.38,780067,61,3,914207,61.23,51.99,31.31,72.35,54.94,12.01,56.93,27.95,3024789,895167,777356,92.01
2631,POINT (143.196615 43.983134),10181,38.91,159305,64.02,71086,71,3,222002,0.84,98.85,58.95,95.95,1.74,50.94,18.25,89.78,9347064,13624,365985,0.13
2632,POINT (139.718905 37.567512),10132,8.33,105677,12.02,167461,61,1,478197,25.32,2.37,96.92,33.71,64.27,43.54,35.23,56.78,9825603,425750,501706,68.85
2633,POINT (139.018330 35.173131),2773,55.39,25033,20.54,866855,48,0,229784,16.83,43.39,20.3,76.37,51.01,73.51,38.81,79.67,13388907,660389,54381,80.43
2634,POINT (138.410366 36.419426),3848,76.35,945798,1.65,449874,60,5,14680,47.02,44.17,28.2,42.53,14.62,59.04,21.82,5.65,9429869,117472,446532,59.83
2635,POINT (128.814655 32.736021),1728,51.56,762407,12.96,860804,49,1,662508,62.73,47.02,35.87,67.68,5.14,56.82,51.31,95.27,13458648,56222,499511,91.97
2636,POINT (131.476631 32.880246),13375,31.73,721262,69.59,813596,69,3,171896,0.83,44.84,42.1,61.8,79.91,27.15,63.16,42.52,1899754,372318,285603,55.29
2637,POINT (139.894628 38.106718),21893,23.62,983142,77.77,848046,70,2,431140,4.16,88.61,13.67,0.07,51.07,58.69,63.82,87.2,2305680,708260,755751,68.12
2638,POINT (137.314980 36.739360),19799,73.9,630084,23.39,594857,20,3,182345,90.74,63.73,94.66,88.16,55.25,1.1,50.27,80.5,8265563,665924,948267,21.78
2639,POINT (138.806236 37.726117),20717,93.73,239322,35.43,596413,70,5,138448,13.43,51.23,96.58,81.48,17.51,44.58,53.1,76.89,12743766,534576,195712,31.52
2640,POINT (136.975181 35.073882),1755,91.26,857629,15.54,571976,27,0,571977,99.91,47.92,80.24,24.16,49.4,61.01,69.3,16.41,13335429,529283,243306,77.31
2641,POINT (140.520796 37.765438),18635,4.06,627771,76.62,945550,24,2,326537,62.9,9.94,74.7,58.96,57.96,30.61,59.38,56.93,13488879,594693,573776,17.62
2642,POINT (140.201294 40.518469),6012,31.16,27169,34.83,280936,26,0,330353,66.37,73.53,47.79,61.7,70.93,72.25,74.16,77.61,12248470,62621,420846,80.52
2643,POINT (140.372504 35.258220),5771,62.21,600025,89.18,634344,74,4,47360,8.88,35.72,12.71,98.93,10.19,99.99,90.84,43.85,12210781,790018,416137,41.23
2644,POINT (136.763894 36.234264),15171,31.35,303422,78.02,410508,27,5,547729,82.52,60.21,72.73,43.46,33.85,0.44,41.8,9.86,14577400,19459,856966,40.9
2645,POINT (139.390038 35.773479),2975,15.09,77188,20.18,460954,45,4,499948,58.05,12.37,92.56,48.96,63.34,18.84,80.03,50.62,14302755,876290,210075,36.54
2646,POINT (142.207351 42.598520),10618,66.0,362647,54.57,609633,42,2,805884,84.9,62.58,17.9,50.45,31.95,89.91,44.72,50.36,5832873,214055,246530,33.23
2647,POINT (143.459776 43.014041),17588,15.93,681231,87.01,22224,70,5,942325,1.16,74.97,8.02,85.09,97.28,25.85,45.72,77.19,9719974,663671,229505,2.56
2648,POINT (133.084930 35.454473),7610,61.46,4618,98.72,858448,23,5,599407,10.59,11.26,12.44,10.08,22.45,90.05,5.32,29.7,8141979,28145,413788,58.64
2649,POINT (132.904686 33.867780),13344,5.42,916653,18.19,946105,29,3,28622,72.91,5.69,1.29,89.46,50.55,16.7,20.12,83.71,9825953,257930,278378,82.69
2650,POINT (141.490721 39.092020),18266,54.9,186259,13.72,652137,62,0,578739,47.84,85.5,90.28,59.71,88.62,56.26,7.75,33.47,1283191,745478,859541,66.0
2651,POINT (139.684235 37.340600),1601,29.73,747327,94.27,258843,64,3,607517,24.99,94.66,83.97,56.96,84.71,26.95,75.89,61.76,13802427,106226,786214,34.6
2652,POINT (141.314149 42.628795),19858,48.71,132936,35.66,659787,50,4,540979,99.9,5.47,50.92,45.22,6.73,3.53,80.57,84.9,9600921,260661,195719,78.45
2653,POINT (136.617730 35.648705),21609,46.25,793016,38.32,447894,25,3,813475,69.24,94.42,29.28,52.62,61.28,35.8,80.56,22.26,6500599,927900,527336,64.63
2654,POINT (135.871011 35.336396),20274,2.67,224039,76.33,166721,37,0,98412,73.78,77.5,60.19,87.32,5.41,63.12,48.68,10.88,11713623,740417,759187,75.06
2655,POINT (130.595783 32.994489),21735,95.28,719684,15.38,441877,37,5,70679,15.36,5.47,27.8,2.03,22.57,87.64,8.9,18.47,1714864,142021,430556,60.41
2656,POINT (142.387208 42.658043),11238,34.85,678843,77.66,209287,24,3,247731,87.63,80.98,61.48,60.44,62.55,25.65,34.72,99.91,8885619,700290,764201,95.52
2657,POINT (142.773933 42.269393),4161,1.89,620426,17.65,693029,34,4,978267,44.08,27.75,10.8,73.82,56.66,28.11,17.31,42.36,8332110,610831,786137,82.03
2658,POINT (139.975808 35.804512),6626,94.05,908891,35.27,550155,58,0,142110,9.3,14.39,26.39,42.18,93.19,37.6,35.98,88.74,11921138,237517,492161,73.66
2659,POINT (140.167274 35.816624),19517,91.4,567700,17.3,370647,20,5,611136,12.51,3.7,72.98,84.38,57.25,67.32,38.86,50.75,11773587,624109,45980,27.82
2660,POINT (143.059335 44.316429),9757,42.82,909658,18.68,980967,60,4,931253,29.09,67.14,93.4,75.44,45.92,84.81,99.07,94.16,10612820,610142,809552,39.67
2661,POINT (142.024906 45.253062),3845,69.18,895095,33.71,613388,71,2,708727,69.98,85.72,60.19,86.02,83.04,51.39,10.61,50.61,7535618,565598,176135,67.68
2662,POINT (142.447187 44.964811),15017,35.92,694227,19.27,182562,41,4,53855,6.09,23.13,38.01,48.75,65.63,37.97,29.43,64.17,14687845,285533,580165,45.89
2663,POINT (141.906129 43.059344),23132,23.26,62949,53.66,843910,70,3,23060,17.13,31.93,80.53,98.16,29.12,66.25,57.83,66.44,10554325,687946,98206,92.91
2664,POINT (140.885103 39.668318),19473,65.5,217299,8.24,914841,46,4,711713,16.32,87.5,39.1,87.88,8.93,2.29,96.58,69.07,13879315,309493,443509,61.02
2665,POINT (130.061394 32.848851),6253,39.76,845958,74.53,288925,55,2,318220,92.47,61.95,7.86,86.41,13.23,37.49,54.81,93.44,3822591,767542,670869,1.16
2666,POINT (139.859437 37.014564),2156,44.74,171061,90.1,370192,27,3,718360,22.05,10.44,75.39,73.76,18.97,15.79,16.52,1.0,13882179,687477,216578,28.19
2667,POINT (140.002303 37.229922),22009,21.6,956559,57.0,582995,53,5,112917,9.1,48.96,52.77,31.46,14.88,50.25,2.83,69.03,14924619,323132,575088,75.67
2668,POINT (143.947711 44.086495),20131,57.68,396022,51.18,431936,43,5,982737,57.18,45.14,22.34,14.6,19.59,8.9,14.11,88.89,9288783,236473,557170,22.94
2669,POINT (140.089179 41.736417),3610,94.66,585726,0.97,906584,58,2,248302,10.55,65.24,4.05,85.44,94.05,99.82,76.46,26.07,1661114,948116,734781,57.16
2670,POINT (133.029848 34.789646),10966,54.62,3880,4.05,139540,39,4,610105,24.07,76.76,1.57,99.91,96.95,84.19,68.77,2.98,5150045,11685,622966,53.46
2671,POINT (140.186696 40.712222),18845,21.09,277383,86.0,435906,70,5,373056,73.55,39.39,4.36,22.01,1.15,36.75,55.93,8.1,4129377,613073,229536,56.91
2672,POINT (140.513642 38.203636),13994,84.92,944989,17.78,433367,76,2,465450,81.18,2.89,31.95,35.77,42.32,42.58,58.65,24.25,10144010,587078,568335,31.76
2673,POINT (136.808396 36.754566),7316,32.76,946195,66.91,565473,40,5,142026,65.55,14.01,12.23,42.71,33.72,50.11,60.24,32.38,14338366,911972,836402,34.64
2674,POINT (138.648205 36.823581),4725,75.45,779564,33.26,627396,72,3,960076,69.05,50.52,54.56,37.39,6.76,31.24,40.88,16.27,2847666,483355,189026,9.3
2675,POINT (142.913895 43.013703),8466,14.9,535802,19.61,802748,50,5,469098,10.38,29.72,62.95,59.46,66.21,43.33,40.35,21.17,2260402,68220,814538,21.59
2676,POINT (142.860053 42.172094),15920,77.21,562113,42.22,663084,34,5,109043,12.81,43.68,55.76,35.44,57.93,50.97,27.84,8.17,8922707,829184,255112,53.05
2677,POINT (136.469198 35.646901),5875,42.89,812791,5.69,962790,23,2,321566,98.82,9.19,60.15,98.54,34.9,30.5,22.96,18.09,6710859,698817,627431,95.92
2678,POINT (135.875452 35.491689),17090,85.3,665296,49.06,40631,45,5,972149,80.08,51.11,73.3,67.44,0.11,15.05,61.71,57.81,13268411,565482,547875,15.57
2679,POINT (140.797643 40.707468),16472,41.63,942149,24.2,646860,46,5,139662,50.99,73.07,5.92,22.31,63.75,95.65,23.02,61.01,12027138,955829,29389,91.44
