id,geom,Income per Capita,Internet Access,Migration,Health Facilities,Literacy Rate,Death Rate,Registered Residents,Unemployment Rate,Vehicle Ownership,People Density,Households,Family Identity Card,Average Age,Water Access,Employment Rate,Population,Electricity Access,Mortality,Birth Rate,School Enrollment
863,POINT (117.545916 2.797348),1681386,22.92,17.32,394798,12.58,53.68,699093,28.02,5,1133,765909,856208,23,80.8,16.19,631408,1.98,62.77,85.19,46.21
864,POINT (119.668636 -9.420085),14114473,39.41,34.25,429322,96.87,92.37,44656,28.42,2,10588,292984,74013,80,54.33,64.97,945587,48.15,7.44,32.99,29.07
865,POINT (111.419228 -2.488778),6460825,17.44,9.14,350908,68.08,77.0,214303,71.32,2,20040,992808,40350,68,25.12,95.53,465258,9.61,39.71,78.41,16.17
866,POINT (138.689876 -3.574522),14412146,65.04,77.9,644557,91.29,72.99,769766,66.07,4,9918,760075,605878,31,87.14,22.34,566987,0.24,55.05,36.29,61.92
867,POINT (114.953409 -3.080379),1845838,34.06,36.57,154250,93.22,79.66,364724,93.45,2,3618,547341,421150,58,8.96,40.41,328470,91.21,75.53,43.94,50.23
868,POINT (112.275137 1.481179),2905668,30.4,78.03,933205,58.73,97.69,545830,29.25,5,23162,339193,672259,46,75.95,27.58,671539,35.27,82.64,37.61,4.98
869,POINT (121.740071 -1.859132),8952167,9.29,91.69,900511,10.43,68.53,443148,28.11,1,4646,354724,370560,33,89.14,3.2,811408,67.63,39.83,7.9,73.64
870,POINT (109.743196 1.283820),12386970,23.16,31.28,278465,24.61,90.68,33264,29.42,3,18425,316593,317020,58,36.51,36.43,460953,78.13,96.98,88.94,25.57
871,POINT (121.910484 -3.017963),7863242,13.2,4.74,760328,51.02,75.26,167887,83.99,3,24179,114167,618363,39,15.44,38.04,964132,74.13,87.77,79.98,62.05
872,POINT (104.628316 -2.150259),7448346,69.31,70.4,225149,64.35,28.35,176719,13.62,4,12004,963859,443826,54,42.96,91.66,205829,76.6,46.18,65.21,66.81
873,POINT (98.680289 2.212290),2933060,5.69,72.43,183004,56.97,17.15,199591,5.31,1,2081,581956,201330,41,86.33,47.91,847285,61.7,27.2,96.87,45.1
874,POINT (120.311733 -3.436711),10624461,21.69,20.18,676816,44.87,60.49,803337,53.44,1,20701,132047,123220,57,34.64,70.49,44631,51.12,18.78,36.0,83.72
875,POINT (119.664865 -9.477901),12277098,75.96,60.12,649767,29.89,72.13,118109,38.24,5,22911,131981,825761,24,71.82,37.33,567338,26.13,16.04,24.59,7.98
876,POINT (115.994710 2.232252),8687641,52.96,24.97,485070,62.82,0.18,585884,29.04,1,1481,269451,952461,27,48.77,93.2,337330,82.57,78.27,76.26,77.67
877,POINT (116.095715 3.203646),7447420,88.15,60.47,125775,84.61,6.21,608353,47.09,3,24513,890590,851503,35,26.29,96.85,6540,81.36,3.87,29.09,68.16
878,POINT (115.539189 0.519437),6303005,89.96,1.42,271773,91.8,47.45,903429,4.91,0,17814,607041,489987,58,82.15,16.37,380968,34.22,17.88,69.76,40.98
879,POINT (138.877665 -3.448223),6696687,50.39,19.39,813855,30.22,91.69,274435,15.42,4,2287,318904,840104,65,48.8,10.21,359669,80.9,92.37,45.27,71.45
880,POINT (114.870853 2.171631),12785855,26.77,55.14,759166,71.09,4.04,335046,81.43,1,18084,832622,821198,69,60.48,19.8,727873,20.8,34.72,62.84,10.84
881,POINT (139.543796 -4.795573),13026652,73.81,86.54,491723,8.28,94.11,417335,57.5,2,12597,635256,749110,20,91.72,33.96,784905,92.93,26.13,86.0,35.59
882,POINT (115.266548 -3.858494),9685442,62.93,24.34,169081,36.55,62.67,602246,32.38,0,23800,118175,170289,36,0.9,7.32,216928,97.31,29.54,28.68,67.92
883,POINT (108.201815 -7.756594),3910547,80.56,16.9,39864,11.6,48.93,659890,82.73,2,9634,196548,211123,28,60.21,45.11,294535,9.67,24.12,55.4,0.35
884,POINT (116.609203 -0.421004),9960500,81.12,40.65,601580,1.66,1.39,219323,86.35,0,8390,409943,475401,57,22.14,36.43,953936,60.65,44.03,10.47,9.82
885,POINT (115.512070 -1.609486),7159149,29.58,45.8,435923,69.96,54.51,61077,49.56,2,24870,385920,169348,37,18.32,9.79,192920,72.52,2.72,82.29,0.69
886,POINT (111.214912 -1.303622),8110259,4.46,43.02,254465,22.81,79.84,305312,43.26,5,16377,777569,927759,38,24.5,74.64,72228,56.24,43.95,69.86,84.53
887,POINT (95.897853 4.352332),14716795,20.94,49.43,881377,45.34,16.75,295419,14.35,2,7279,330095,62709,24,89.53,38.21,875805,15.9,9.7,62.51,32.74
888,POINT (113.298606 -3.069304),1618269,68.72,69.4,545458,90.73,51.68,708263,15.52,1,10376,760244,386818,79,46.94,7.15,369470,64.58,6.97,52.31,33.39
889,POINT (110.192374 -7.574200),14017515,79.55,24.18,470049,45.26,86.86,160999,90.25,0,9099,25280,972889,22,98.11,9.2,752099,69.71,35.92,55.03,95.59
890,POINT (133.479296 -1.315229),12967239,87.37,7.97,473560,18.73,8.68,569479,99.42,3,6400,849868,463081,58,95.28,61.65,998730,4.11,12.46,53.44,81.63
891,POINT (139.432320 -2.947317),2860769,89.75,97.82,85798,62.62,67.4,351591,12.77,0,4114,658800,953415,75,56.03,56.28,416730,66.97,88.63,97.51,13.07
892,POINT (97.807902 4.454356),4898392,58.64,57.72,976959,25.53,37.72,336908,79.16,5,7072,227379,293045,79,79.28,11.93,234488,77.09,50.38,60.8,0.36
893,POINT (140.858561 -6.980852),10762859,24.51,47.54,329532,58.09,12.53,514518,84.62,1,8134,197210,456781,78,63.4,88.78,95708,59.21,13.98,65.09,62.23
894,POINT (97.533896 4.932227),12831597,3.16,90.72,953395,71.46,19.19,494179,95.5,5,12676,248347,380809,54,85.33,28.82,289332,16.99,31.88,12.92,75.77
895,POINT (117.089251 2.240109),11650494,76.51,56.73,517108,43.62,61.29,167522,29.29,3,13367,412981,675876,20,85.98,59.46,824552,10.04,45.26,40.02,63.24
896,POINT (140.138541 -2.877483),5887538,42.83,45.82,397511,91.2,65.67,916027,44.22,4,18288,117454,90699,58,36.4,43.26,910666,46.47,85.18,46.05,97.5
897,POINT (112.526114 -0.202236),10774103,10.84,85.2,70125,48.18,86.17,104929,8.16,5,15894,649130,703175,45,5.16,39.02,890047,38.39,33.73,70.28,78.32
898,POINT (109.806681 0.720736),4551968,38.34,6.89,551553,74.75,35.19,90719,10.88,2,2759,937724,12540,52,48.21,39.31,800176,89.84,91.25,19.74,85.63
899,POINT (112.727326 -2.972994),12000629,49.35,43.44,909265,82.59,97.62,857265,52.74,4,1331,915316,675215,69,50.34,82.75,353307,55.73,29.71,65.57,80.26
900,POINT (113.521986 0.567099),14898425,1.85,47.71,811064,51.5,96.59,14510,29.03,3,20269,953731,387493,36,89.33,14.28,782546,8.92,27.56,40.46,41.56
901,POINT (100.541397 -1.030965),5330191,90.36,59.47,992002,54.71,41.22,690371,4.13,4,12990,375691,53629,51,82.67,23.4,794282,37.15,73.42,99.1,73.23
902,POINT (102.013369 -0.755221),8248442,21.57,2.45,919864,62.17,25.22,74625,29.7,4,7659,372002,892979,80,6.6,50.64,927145,46.88,28.91,18.89,68.18
903,POINT (124.526095 0.988775),3314115,59.03,38.27,289321,77.83,47.81,656032,34.12,0,8641,638793,544693,68,7.61,59.46,249881,1.19,92.15,94.0,79.86
904,POINT (116.781221 -0.158058),2323909,28.87,22.81,328243,28.34,64.82,860919,84.24,5,13841,484796,29238,36,87.94,67.49,877038,56.36,76.57,92.04,75.72
905,POINT (116.524365 3.749715),9637881,97.97,56.95,991030,80.52,48.17,685598,58.0,0,17484,160448,141891,66,86.93,77.97,63712,52.82,88.68,87.05,45.12
906,POINT (111.092923 -6.928545),2932110,28.76,64.34,944413,27.2,73.32,428698,2.76,2,3026,760486,458714,69,79.04,5.05,603096,97.94,34.99,33.74,50.36
907,POINT (103.866193 -2.866700),10826140,47.39,53.84,123769,39.46,21.96,284324,23.99,1,8068,27527,775145,44,90.67,89.31,135148,33.21,6.33,50.2,94.95
908,POINT (123.269151 0.404709),2237269,27.04,65.5,985142,28.16,33.81,41218,45.54,5,20791,678015,423230,31,42.09,80.64,268571,2.75,61.73,66.65,13.02
909,POINT (114.142975 -0.720932),11410645,24.22,87.96,471977,92.07,70.55,146575,5.02,5,2867,277105,32132,65,9.21,10.83,559855,52.0,98.83,34.12,32.41
910,POINT (98.212290 2.324477),14540811,13.5,54.88,263543,48.68,67.36,354137,1.52,0,19598,495065,874011,39,90.64,16.85,274466,58.0,30.55,6.1,27.32
911,POINT (112.720173 -0.880424),12239743,54.88,82.44,157516,97.28,54.17,151746,92.16,4,4869,423186,74389,44,27.98,15.28,864455,97.74,68.9,30.45,75.57
912,POINT (136.465103 -3.919784),4500796,40.1,49.51,651823,47.73,69.85,928749,21.38,2,10104,832578,846692,76,44.18,26.37,607261,45.59,86.34,11.4,33.78
913,POINT (138.262283 -7.850182),14678658,61.76,11.93,175929,40.53,47.09,704246,41.8,1,18206,226218,385279,67,99.8,57.65,907256,97.81,54.93,17.88,71.29
914,POINT (120.622632 -1.734404),6389736,60.9,81.43,645749,36.38,75.11,832755,76.5,4,14049,401687,366036,39,68.02,59.22,351355,75.17,53.19,91.47,56.06
915,POINT (112.511485 -2.925674),1733013,13.44,50.43,717611,11.07,56.53,263159,30.64,3,10313,504282,37334,64,73.37,67.63,694652,99.72,40.66,81.63,72.53
916,POINT (111.647833 -0.308781),2448084,26.91,39.3,371142,5.11,89.44,448472,93.93,1,16160,519076,907365,59,80.71,49.87,905902,21.75,99.48,71.75,16.22
917,POINT (117.246156 2.128670),8189059,78.91,40.77,142063,57.62,26.65,964727,45.42,4,11965,803256,563124,57,20.77,91.24,841625,30.87,47.16,74.41,15.61
918,POINT (127.991178 1.023489),13549963,26.66,30.36,836199,63.58,2.08,458325,14.37,4,24553,950520,867424,27,93.63,93.7,587370,75.33,23.14,56.59,69.03
919,POINT (136.125205 -2.985990),1306272,49.95,99.7,336258,38.27,73.39,952960,1.05,5,16496,818119,56864,34,8.31,44.15,205380,19.66,7.21,64.45,11.34
920,POINT (110.075192 0.066016),9925330,23.66,24.77,688784,57.56,85.04,496515,94.65,5,23840,160100,50941,72,1.49,74.69,515506,66.36,0.64,83.5,6.25
921,POINT (114.202919 1.351712),3774796,35.31,97.35,889259,0.82,39.91,558925,29.5,0,12099,130058,668535,53,42.65,46.77,620122,64.19,58.2,68.2,5.06
922,POINT (100.596754 -0.564407),5100974,82.98,89.72,19830,47.96,69.16,381780,43.58,2,16689,349314,342895,59,5.01,5.91,672336,51.1,29.73,15.21,50.42
923,POINT (120.701392 -2.600494),1638785,79.1,6.0,258878,34.88,42.91,863228,97.78,3,6882,652079,958273,57,92.13,84.35,384820,47.4,32.61,86.56,16.98
924,POINT (111.953787 -1.508430),11088537,99.34,57.88,735611,42.0,10.71,869113,3.41,0,3309,478385,33298,47,83.4,38.26,34432,47.04,74.29,1.55,62.65
925,POINT (115.854441 1.315767),13283512,36.6,23.37,333034,27.11,76.19,698973,89.86,5,22660,980493,853710,45,37.4,45.3,213627,44.08,59.92,18.02,36.28
926,POINT (133.847441 -2.528973),6018759,0.55,11.8,535087,88.12,92.86,265056,36.91,0,15759,329706,498416,30,49.87,8.09,290095,66.38,96.17,17.76,64.33
927,POINT (98.474890 2.384203),4819001,36.89,42.54,657659,65.12,13.47,395828,78.73,1,2239,754627,812348,28,57.55,91.89,723872,23.44,96.15,19.11,53.98
928,POINT (111.033599 -0.715297),1183503,37.76,4.04,633725,53.98,32.68,365396,73.44,2,16181,577900,395418,41,42.54,78.95,352182,95.55,13.22,57.58,98.44
929,POINT (133.622330 -2.561387),7665049,54.81,69.6,444527,94.21,83.88,862400,37.82,1,9268,979262,515829,44,84.48,56.4,617299,6.5,33.57,3.13,39.98
930,POINT (140.332519 -5.418974),14368223,96.04,78.29,598212,41.79,18.45,509893,83.86,0,23770,209308,733582,61,6.74,52.78,728156,74.93,64.47,25.17,44.97
931,POINT (128.395461 1.149759),5929514,7.39,30.6,176206,65.04,31.8,727168,74.07,3,21887,648137,404818,34,30.61,4.25,227643,11.19,6.31,20.01,77.96
932,POINT (107.188297 -6.325482),9838439,31.55,56.38,177363,59.17,53.29,354656,66.56,1,19164,819242,600968,21,15.09,89.5,204769,5.76,71.97,32.26,77.02
933,POINT (138.328505 -5.018786),11762716,50.04,62.24,938341,46.27,21.45,113600,77.62,4,9581,563061,281521,35,42.2,50.58,772736,81.64,28.23,36.96,8.99
934,POINT (128.045512 -3.311623),11825860,78.07,81.79,427134,85.1,17.05,87658,80.9,3,6671,353381,828451,51,82.41,48.46,921882,41.09,10.7,1.19,75.96
935,POINT (116.025067 0.960830),7206279,61.67,41.22,258486,46.78,92.36,241757,20.42,5,13912,506678,51297,60,100.0,53.32,383150,60.07,34.47,21.01,9.28
936,POINT (138.985862 -7.288849),3182061,75.49,37.31,229015,8.91,65.79,754959,69.59,1,9524,294339,757115,29,50.51,89.11,644374,46.36,50.21,10.39,69.05
937,POINT (110.845924 -0.136233),2748852,63.62,91.27,855576,15.73,87.79,716896,6.57,2,5712,225173,540844,49,32.83,41.52,24267,64.22,8.92,62.8,57.91
938,POINT (102.721464 0.651701),9077033,11.6,50.09,163498,51.11,82.8,268590,68.88,1,14780,423544,322080,78,42.85,80.84,809262,57.0,34.33,69.25,9.13
939,POINT (124.901119 -9.322940),3548523,1.5,60.29,374432,53.98,29.1,180132,56.22,3,10693,969002,554071,70,10.92,23.04,940550,51.22,84.94,36.43,13.17
940,POINT (138.652188 -6.896973),13335740,45.86,16.71,923664,64.09,77.83,1992,47.86,4,7119,242869,569711,73,22.98,51.05,103387,48.68,86.34,63.35,36.65
941,POINT (116.946739 -1.112317),11435570,75.15,75.54,185039,77.29,59.89,739832,93.74,5,21101,85437,349170,72,57.69,14.28,542255,46.75,7.63,99.9,91.03
942,POINT (118.061985 0.981456),7984484,78.7,8.05,10052,51.55,33.88,825587,4.16,0,15966,844321,658099,71,29.53,36.82,764703,71.95,39.54,29.29,58.91
943,POINT (102.414186 -1.763256),11146248,66.86,91.54,828458,43.69,94.29,67951,59.92,0,13388,630507,300724,66,74.34,90.31,921768,61.6,16.38,47.9,39.33
944,POINT (111.924338 -1.595963),6213796,42.56,23.31,753533,70.19,43.15,836759,82.39,2,12673,933897,909332,55,23.3,64.02,657924,6.83,90.35,29.77,14.24
945,POINT (100.984383 -2.141344),14289788,16.33,56.09,349556,23.28,6.43,837443,21.67,3,19807,26812,87409,46,94.19,35.47,140415,40.63,31.93,10.07,75.13
946,POINT (108.479581 -7.016838),6894445,49.61,15.63,971140,21.26,52.15,705232,22.92,1,8160,954182,405532,72,9.26,34.71,676353,44.79,68.36,54.93,22.02
947,POINT (126.845123 -3.130515),13836825,95.94,78.19,303764,68.44,33.61,715827,44.11,2,5136,291530,728474,28,97.29,21.3,201995,95.93,19.56,23.91,71.32
948,POINT (111.865046 -1.980968),10150027,76.93,74.53,404417,90.61,40.69,682942,47.56,0,9334,119286,812466,74,51.52,16.58,746975,17.59,79.43,12.76,98.89
949,POINT (100.064374 0.814662),14608075,64.98,51.33,706549,76.44,9.18,258696,67.48,3,6650,987693,823669,27,26.98,22.38,920419,28.59,58.96,65.03,48.93
950,POINT (116.416587 2.070392),14098313,92.84,88.77,858903,48.21,41.39,508682,11.81,4,2745,94986,319471,27,89.57,30.69,656956,69.67,76.66,64.45,27.97
951,POINT (114.288630 -0.133421),12466916,26.67,44.28,500450,98.5,33.62,131434,49.58,5,14702,710151,359802,29,49.32,67.7,76328,85.66,23.07,91.25,78.12
952,POINT (98.276624 3.142582),8672729,61.13,72.49,715631,12.61,87.89,400629,82.82,0,17601,262464,515772,27,60.42,76.59,864967,41.75,45.43,97.39,45.9
953,POINT (105.578684 -3.495508),14403570,80.81,40.75,738932,48.47,94.95,729631,36.5,2,15330,712963,606474,58,96.13,59.26,41114,34.19,87.28,70.07,32.37
954,POINT (109.612671 -0.294096),14906239,26.59,87.85,400648,13.62,10.64,857056,57.28,1,8969,395742,75319,53,86.51,44.23,752826,39.04,89.14,11.13,81.73
955,POINT (97.653444 0.745181),6421635,37.06,5.05,324240,0.66,1.9,901848,35.85,0,5653,443575,954547,20,42.64,60.96,789693,10.47,95.14,84.99,10.91
956,POINT (116.973222 0.456884),8208149,52.09,3.63,388812,19.18,78.81,513879,29.32,0,9438,914015,32800,47,25.64,62.53,20587,71.06,36.57,93.41,36.93
957,POINT (137.429413 -4.726560),13685650,72.73,11.16,819115,26.92,22.43,63245,24.1,2,13299,250296,574576,27,74.14,89.77,656621,9.96,11.32,98.57,87.7
958,POINT (120.180990 -8.599516),3598510,51.72,69.18,262465,37.94,71.45,146508,35.77,1,11862,369539,582550,51,67.04,50.68,546675,82.42,98.47,36.93,60.53
959,POINT (97.511971 3.343310),12930774,85.51,5.98,202766,66.53,39.6,338141,49.7,0,21304,143579,474183,46,56.8,9.21,823537,48.53,37.94,81.61,10.13
960,POINT (108.071362 -2.614177),1197990,24.39,67.41,573574,79.91,66.91,472612,60.23,3,3342,130815,991210,26,32.72,99.81,632821,44.23,64.6,61.72,98.31
961,POINT (112.653359 -0.115354),2358018,63.8,90.66,101774,20.23,92.51,302864,89.08,5,14136,434954,465007,74,93.67,49.11,99587,65.56,20.23,38.77,73.25
962,POINT (99.796874 2.167090),12477514,87.56,29.86,915869,98.62,86.73,89898,0.22,4,11088,52902,586227,72,73.03,63.96,256339,21.71,86.19,63.13,36.47
963,POINT (113.956938 1.234779),3008729,52.5,57.24,731139,89.84,24.6,479831,36.93,0,19180,573434,69741,42,11.75,33.9,922621,5.35,98.75,2.06,35.53
964,POINT (102.193539 -0.408552),13398136,42.99,85.87,217724,29.09,88.87,234891,64.93,1,19143,665673,164101,43,62.99,24.19,372486,22.88,70.97,70.25,79.81
965,POINT (113.818431 0.327398),4336461,31.33,10.4,843575,73.31,79.82,627964,28.88,2,3956,922090,481907,35,15.87,55.59,665266,7.51,87.24,53.83,28.3
966,POINT (102.556867 -0.404805),3604408,73.3,86.24,599808,68.97,17.63,142997,27.66,5,22115,319655,378205,67,64.44,46.29,669842,73.71,56.76,42.12,42.17
967,POINT (140.123655 -2.617564),7611974,76.57,97.52,707710,26.49,62.79,947651,51.23,2,1168,415081,861528,53,65.96,19.48,992983,97.51,77.45,43.51,48.32
968,POINT (122.486012 -4.998270),8133747,30.2,15.59,69567,58.84,8.19,679461,24.59,5,20715,974828,170682,63,52.0,41.66,912524,37.98,77.52,8.98,37.4
969,POINT (139.367672 -2.641225),4436972,40.44,30.62,96804,26.73,12.09,346127,65.17,4,5527,928682,629267,46,37.18,37.23,901699,18.89,94.2,9.77,83.35
970,POINT (113.988730 -1.158394),11775501,50.63,89.21,145081,19.1,46.1,45744,23.25,1,14717,464427,817662,58,46.01,34.68,645966,9.33,63.76,11.4,35.25
971,POINT (120.661775 -8.367337),9375955,1.39,17.37,357076,87.55,99.2,332558,79.1,5,8426,207477,452737,47,24.68,3.87,948576,57.54,91.12,55.11,54.68
972,POINT (112.401365 -2.871335),13076042,46.56,28.82,811154,30.5,61.71,576533,36.95,3,17431,732349,714679,32,37.86,55.25,576275,5.29,30.2,20.62,48.93
973,POINT (113.547336 -1.772940),5882547,55.41,9.94,824765,64.73,44.77,15570,84.82,5,9134,531759,770082,51,45.77,4.51,755946,0.47,41.01,55.67,51.89
974,POINT (113.679166 -0.030920),2906286,99.02,52.68,286350,72.21,25.08,266282,17.88,0,7513,107985,46467,74,53.12,39.09,978155,52.66,40.57,15.25,49.28
975,POINT (133.410716 -3.294850),4103483,2.07,87.05,827796,31.48,99.64,473847,32.08,4,6823,941876,388338,34,34.55,39.68,44659,66.13,91.32,15.18,28.05
976,POINT (115.111611 -8.562648),3186102,55.85,54.43,532116,80.87,19.45,895345,92.11,3,9131,918630,757518,44,19.72,59.23,289083,45.89,38.1,45.88,27.07
977,POINT (100.859191 -0.214473),3160834,88.69,48.53,51499,44.49,53.18,15206,60.65,4,7363,276366,705933,29,51.21,79.3,944818,15.63,66.21,14.74,36.39
978,POINT (105.092266 -2.724658),10514710,23.39,99.33,947329,47.21,89.91,488763,47.26,5,6288,241307,662550,61,11.36,26.67,776625,29.46,27.72,43.99,83.01
979,POINT (128.335194 2.273001),13671542,8.51,42.06,562790,95.9,37.8,274508,57.34,0,21015,264665,385438,27,66.33,84.74,764585,62.28,17.91,0.29,4.0
980,POINT (111.492785 -7.977830),11590339,10.12,65.92,38213,19.39,31.8,430239,44.57,4,5570,733341,878142,28,44.07,81.41,730721,97.35,75.9,92.06,17.09
981,POINT (103.811902 0.835080),5313161,74.05,58.61,692729,11.01,48.2,773504,18.43,4,16182,785200,37975,44,6.53,30.93,903241,98.58,90.37,42.57,69.41
982,POINT (134.824243 -0.970988),13655399,28.38,63.77,610617,22.98,34.72,44306,58.81,0,18028,482104,968550,41,77.07,99.35,329365,47.15,48.92,16.11,66.33
983,POINT (137.935297 -2.713533),4122024,52.6,15.9,490806,99.64,16.1,659715,58.2,3,21075,356511,763129,23,95.62,97.22,773312,96.53,31.92,67.01,58.99
984,POINT (126.863101 4.294041),10729249,23.54,73.5,795934,14.49,48.31,673860,91.4,4,10577,114410,2544,29,2.06,9.04,823642,73.04,88.9,29.02,44.54
985,POINT (102.278463 -3.770752),9939281,75.28,54.95,567745,23.02,49.9,170275,71.64,0,21135,681541,557021,37,24.2,11.62,601396,51.14,26.17,27.92,80.07
986,POINT (103.366129 -2.562195),5043014,18.76,24.18,43493,52.84,52.15,77146,22.25,4,6780,201320,905340,59,98.05,8.58,810411,41.72,52.95,39.09,53.7
987,POINT (121.485457 -1.600960),2493633,0.09,21.85,81536,82.22,79.48,326096,74.93,2,10455,29652,4543,76,4.11,35.0,5741,50.82,71.1,58.99,97.86
988,POINT (100.974446 -1.970879),6244166,95.28,97.2,342479,93.09,8.75,998702,20.67,5,18671,942322,178817,55,93.55,34.8,850717,90.8,88.6,76.92,0.16
989,POINT (104.488691 -3.653946),10269894,50.67,31.08,438419,33.52,69.72,929826,47.37,4,22665,128420,765526,67,50.25,93.8,823488,31.07,56.06,53.22,11.55
990,POINT (117.220544 3.048731),10009252,82.95,22.07,448165,2.21,1.0,391502,16.91,1,21358,370877,470343,27,61.33,74.7,604291,47.75,13.38,15.05,39.01
991,POINT (101.176268 -1.606992),14948250,40.95,56.93,549403,68.8,74.23,614480,94.81,3,12632,70645,504091,53,72.85,18.11,675545,22.9,44.58,71.94,63.85
992,POINT (112.428156 0.292410),12248356,13.85,60.21,316982,77.48,38.92,670215,17.01,1,21198,927432,245850,47,34.53,40.85,440860,51.61,15.69,1.38,80.04
993,POINT (101.720916 -1.780809),9291776,62.11,10.52,23485,82.95,64.19,106746,72.25,5,20663,298723,428054,28,40.81,12.09,588883,7.35,58.83,6.54,72.73
994,POINT (111.690531 0.001715),3778247,33.7,1.95,47770,9.98,86.93,221718,15.68,0,24828,315238,673353,56,61.03,92.2,135609,81.57,2.38,38.41,62.08
995,POINT (140.645281 -3.420821),10068442,56.82,58.32,511048,54.36,98.77,651247,65.31,0,4799,953865,43970,54,73.37,46.72,367153,6.96,38.52,29.28,99.04
996,POINT (112.919961 1.299538),5360060,62.25,19.91,39946,55.88,39.02,515401,21.58,5,18550,602203,315575,21,67.23,92.69,768632,2.93,73.08,42.6,73.34
997,POINT (102.574500 -1.820259),1746287,33.47,31.23,158558,97.38,29.77,979134,29.4,5,22498,144526,625290,37,46.15,21.77,814623,39.17,23.01,75.54,34.91
998,POINT (104.342440 -1.295107),1431518,8.67,63.38,171866,94.37,42.45,223902,6.87,0,5195,154330,269314,62,39.02,19.43,968998,46.11,15.99,66.81,67.32
999,POINT (115.333213 -1.077276),9474622,84.89,8.15,539265,96.37,83.93,262956,45.89,0,10044,945054,869293,71,76.89,90.17,193139,16.58,23.61,33.87,85.4
1000,POINT (138.964826 -2.832354),3687985,68.53,16.39,963520,46.1,94.43,583640,82.03,4,12245,12680,574524,64,39.38,45.97,491172,90.74,15.08,12.38,29.23
1001,POINT (133.301407 -3.190404),9715900,9.15,22.82,784871,49.0,41.97,391849,53.32,1,10985,809122,782375,54,24.48,39.67,88864,20.44,34.86,6.29,34.64
1002,POINT (110.923695 -0.157011),8724651,27.87,50.83,529790,10.32,33.68,915998,24.01,2,12024,453456,371369,42,91.24,4.94,298500,34.86,28.26,59.95,74.71
1003,POINT (96.023270 5.038718),12816303,89.97,85.35,200376,32.21,89.81,42153,13.72,1,17839,66581,166630,55,84.25,24.54,727611,26.64,47.26,76.25,47.75
1004,POINT (113.862188 -7.033045),12447592,83.55,75.55,476108,43.46,55.17,129008,64.48,3,1160,329603,922078,68,76.58,5.48,931165,36.26,24.74,23.78,92.33
